stop_id;nom;latitude;longitude
StopArea:OCE87481788;le croisic;47.289738;-2.506908
StopPoint:OCETGV INOUI-87481788;le croisic;47.289738;-2.506908
StopArea:OCE87484006;angers saint laud;47.46436;-0.5568
StopPoint:OCEOUIGO-87484006;angers saint laud;47.46436;-0.5568
StopPoint:OCETGV INOUI-87484006;angers saint laud;47.46436;-0.5568
StopArea:OCE87485003;la rochelle;46.152703;-1.145288
StopPoint:OCEOUIGO-87485003;la rochelle;46.152703;-1.145288
StopPoint:OCETGV INOUI-87485003;la rochelle;46.152703;-1.145288
StopArea:OCE87485227;surgeres;46.113422;-0.762124
StopPoint:OCEOUIGO-87485227;surgeres;46.113422;-0.762124
StopPoint:OCETGV INOUI-87485227;surgeres;46.113422;-0.762124
StopArea:OCE87485300;niort;46.319333;-0.454433
StopPoint:OCEOUIGO-87485300;niort;46.319333;-0.454433
StopPoint:OCETGV INOUI-87485300;niort;46.319333;-0.454433
StopArea:OCE87485490;saint maixent l ecole;46.406316;-0.201304
StopPoint:OCETGV INOUI-87485490;saint maixent l ecole;46.406316;-0.201304
StopArea:OCE87486019;la roche sur yon;46.671915;-1.435842
StopPoint:OCETGV INOUI-87486019;la roche sur yon;46.671915;-1.435842
StopArea:OCE87486449;les sables d olonne;46.500144;-1.782004
StopPoint:OCETGV INOUI-87486449;les sables d olonne;46.500144;-1.782004
StopArea:OCE87487603;saumur;47.26895;-0.071519
StopPoint:OCETGV INOUI-87487603;saumur;47.26895;-0.071519
StopArea:OCE87571000;tours;47.389429;0.693928
StopPoint:OCETGV INOUI-87571000;tours;47.389429;0.693928
StopArea:OCE87571216;vendome   villiers sur loir;47.822095;1.021112
StopPoint:OCETGV INOUI-87571216;vendome   villiers sur loir;47.822095;1.021112
StopArea:OCE87571240;saint pierre des corps;47.385639;0.723696
StopPoint:OCEOUIGO-87571240;saint pierre des corps;47.385639;0.723696
StopPoint:OCETGV INOUI-87571240;saint pierre des corps;47.385639;0.723696
StopArea:OCE87575001;poitiers;46.582311;0.332758
StopPoint:OCEOUIGO-87575001;poitiers;46.582311;0.332758
StopPoint:OCETGV INOUI-87575001;poitiers;46.582311;0.332758
StopArea:OCE87575142;chatellerault;46.818667;0.54959
StopPoint:OCETGV INOUI-87575142;chatellerault;46.818667;0.54959
StopArea:OCE87581009;bordeaux saint jean;44.825823;-0.556012
StopPoint:OCEOUIGO-87581009;bordeaux saint jean;44.825823;-0.556012
StopPoint:OCETGV INOUI-87581009;bordeaux saint jean;44.825823;-0.556012
StopArea:OCE87582478;biganos facture;44.637309;-0.965981
StopPoint:OCETGV INOUI-87582478;biganos facture;44.637309;-0.965981
StopArea:OCE87582643;la teste;44.637186;-1.14295
StopPoint:OCETGV INOUI-87582643;la teste;44.637186;-1.14295
StopArea:OCE87582668;arcachon;44.658809;-1.165392
StopPoint:OCETGV INOUI-87582668;arcachon;44.658809;-1.165392
StopArea:OCE87583005;angouleme;45.653941;0.164531
StopPoint:OCEOUIGO-87583005;angouleme;45.653941;0.164531
StopPoint:OCETGV INOUI-87583005;angouleme;45.653941;0.164531
StopArea:OCE87584052;libourne;44.915797;-0.236035
StopPoint:OCETGV INOUI-87584052;libourne;44.915797;-0.236035
StopArea:OCE87586008;agen;44.208438;0.620701
StopPoint:OCEOUIGO-87586008;agen;44.208438;0.620701
StopPoint:OCETGV INOUI-87586008;agen;44.208438;0.620701
StopArea:OCE87611004;toulouse matabiau;43.611437;1.454237
StopPoint:OCEOUIGO-87611004;toulouse matabiau;43.611437;1.454237
StopPoint:OCETGV INOUI-87611004;toulouse matabiau;43.611437;1.454237
StopArea:OCE87611244;montauban ville bourbon;44.014178;1.341135
StopPoint:OCEOUIGO-87611244;montauban ville bourbon;44.014178;1.341135
StopPoint:OCETGV INOUI-87611244;montauban ville bourbon;44.014178;1.341135
StopArea:OCE87615286;carcassonne;43.218165;2.35243
StopPoint:OCETGV INOUI-87615286;carcassonne;43.218165;2.35243
StopArea:OCE87671008;tarbes;43.239863;0.069442
StopPoint:OCETGV INOUI-87671008;tarbes;43.239863;0.069442
StopArea:OCE87671339;lourdes;43.1006;-0.041812
StopPoint:OCETGV INOUI-87671339;lourdes;43.1006;-0.041812
StopArea:OCE87672006;pau;43.291467;-0.369458
StopPoint:OCETGV INOUI-87672006;pau;43.291467;-0.369458
StopArea:OCE87672253;orthez;43.484085;-0.767643
StopPoint:OCETGV INOUI-87672253;orthez;43.484085;-0.767643
StopArea:OCE87673004;bayonne;43.497018;-1.470194
StopPoint:OCETGV INOUI-87673004;bayonne;43.497018;-1.470194
StopArea:OCE87673202;dax;43.720807;-1.050515
StopPoint:OCETGV INOUI-87673202;dax;43.720807;-1.050515
StopArea:OCE87673400;biarritz;43.459312;-1.545938
StopPoint:OCETGV INOUI-87673400;biarritz;43.459312;-1.545938
StopArea:OCE87677005;hendaye;43.353165;-1.782095
StopPoint:OCETGV INOUI-87677005;hendaye;43.353165;-1.782095
StopArea:OCE87677120;saint jean de luz   ciboure;43.385761;-1.660888
StopPoint:OCETGV INOUI-87677120;saint jean de luz   ciboure;43.385761;-1.660888
StopArea:OCE87686006;paris gare de lyon hall 1   2;48.844578;2.373912
StopPoint:OCELyria-87686006;paris gare de lyon hall 1   2;48.844578;2.373912
StopPoint:OCEOUIGO-87686006;paris gare de lyon hall 1   2;48.844578;2.373912
StopPoint:OCETGV INOUI-87686006;paris gare de lyon hall 1   2;48.844578;2.373912
StopArea:OCE87688887;montpellier sud de france;43.595188;3.924442
StopPoint:OCEOUIGO-87688887;montpellier sud de france;43.595188;3.924442
StopPoint:OCETGV INOUI-87688887;montpellier sud de france;43.595188;3.924442
StopArea:OCE87694109;le creusot tgv;46.765339;4.49943
StopPoint:OCETGV INOUI-87694109;le creusot tgv;46.765339;4.49943
StopArea:OCE87703975;nimes pont du gard;43.816836;4.507638
StopPoint:OCEOUIGO-87703975;nimes pont du gard;43.816836;4.507638
StopPoint:OCETGV INOUI-87703975;nimes pont du gard;43.816836;4.507638
StopArea:OCE87713040;dijon;47.32288;5.026111
StopPoint:OCELyria-87713040;dijon;47.32288;5.026111
StopPoint:OCETGV INOUI-87713040;dijon;47.32288;5.026111
StopArea:OCE87713131;montbard;47.61872;4.336159
StopPoint:OCETGV INOUI-87713131;montbard;47.61872;4.336159
StopArea:OCE87713412;dole;47.096412;5.487967
StopPoint:OCELyria-87713412;dole;47.096412;5.487967
StopPoint:OCETGV INOUI-87713412;dole;47.096412;5.487967
StopArea:OCE87713545;beaune;47.023034;4.848728
StopPoint:OCETGV INOUI-87713545;beaune;47.023034;4.848728
StopArea:OCE87715136;frasne;46.857837;6.1577
StopPoint:OCELyria-87715136;frasne;46.857837;6.1577
StopArea:OCE87718007;besancon viotte;47.247209;6.021583
StopPoint:OCETGV INOUI-87718007;besancon viotte;47.247209;6.021583
StopArea:OCE87718833;mouchard;46.976865;5.799698
StopPoint:OCELyria-87718833;mouchard;46.976865;5.799698
StopArea:OCE87722025;lyon perrache;45.748476;4.825353
StopPoint:OCEOUIGO-87722025;lyon perrache;45.748476;4.825353
StopPoint:OCETGV INOUI-87722025;lyon perrache;45.748476;4.825353
StopArea:OCE87723197;lyon part dieu;45.760596;4.859409
StopPoint:OCEICE-87723197;lyon part dieu;45.760596;4.859409
StopPoint:OCEOUIGO-87723197;lyon part dieu;45.760596;4.859409
StopPoint:OCETGV INOUI-87723197;lyon part dieu;45.760596;4.859409
StopArea:OCE87725002;chalon sur saone;46.78103;4.843164
StopPoint:OCEICE-87725002;chalon sur saone;46.78103;4.843164
StopPoint:OCETGV INOUI-87725002;chalon sur saone;46.78103;4.843164
StopArea:OCE87725689;macon;46.302901;4.824482
StopPoint:OCETGV INOUI-87725689;macon;46.302901;4.824482
StopArea:OCE87725705;macon   loche tgv;46.282529;4.778882
StopPoint:OCETGV INOUI-87725705;macon   loche tgv;46.282529;4.778882
StopArea:OCE87726000;saint etienne chateaucreux;45.443366;4.399722
StopPoint:OCETGV INOUI-87726000;saint etienne chateaucreux;45.443366;4.399722
StopArea:OCE87741009;chambery   challes les eaux;45.571319;5.919842
StopPoint:OCETGV INOUI-87741009;chambery   challes les eaux;45.571319;5.919842
StopArea:OCE87741132;aix les bains le revard;45.688055;5.908949
StopPoint:OCETGV INOUI-87741132;aix les bains le revard;45.688055;5.908949
StopArea:OCE87741306;saint avre   la chambre;45.353423;6.30198
StopPoint:OCETGV INOUI-87741306;saint avre   la chambre;45.353423;6.30198
StopArea:OCE87741645;albertville;45.67308;6.382621
StopPoint:OCETGV INOUI-87741645;albertville;45.67308;6.382621
StopArea:OCE87741728;moutiers salins brides les b ;45.48677;6.530839
StopPoint:OCETGV INOUI-87741728;moutiers salins brides les b ;45.48677;6.530839
StopArea:OCE87741769;aime   la plagne;45.554353;6.648599
StopPoint:OCETGV INOUI-87741769;aime   la plagne;45.554353;6.648599
StopArea:OCE87741777;landry;45.574757;6.734115
StopPoint:OCETGV INOUI-87741777;landry;45.574757;6.734115
StopArea:OCE87741793;bourg saint maurice;45.616227;6.772037
StopPoint:OCETGV INOUI-87741793;bourg saint maurice;45.616227;6.772037
StopArea:OCE87742320;saint jean de maurienne arvan;45.277961;6.354581
StopPoint:OCETGV INOUI-87742320;saint jean de maurienne arvan;45.277961;6.354581
StopArea:OCE87742361;saint michel   valloire;45.216937;6.471612
StopPoint:OCETGV INOUI-87742361;saint michel   valloire;45.216937;6.471612
StopArea:OCE87743005;bourg en bresse;46.200072;5.215132
StopPoint:OCELyria-87743005;bourg en bresse;46.200072;5.215132
StopArea:OCE87743351;nurieux gare;46.184121;5.532726
StopPoint:OCELyria-87743351;nurieux gare;46.184121;5.532726
StopArea:OCE87745000;bellegarde;46.11014;5.824163
StopPoint:OCELyria-87745000;bellegarde;46.11014;5.824163
StopPoint:OCETGV INOUI-87745000;bellegarde;46.11014;5.824163
StopArea:OCE87745497;annemasse;46.199633;6.236773
StopPoint:OCETGV INOUI-87745497;annemasse;46.199633;6.236773
StopArea:OCE87745646;thonon les bains;46.368915;6.481778
StopPoint:OCETGV INOUI-87745646;thonon les bains;46.368915;6.481778
StopArea:OCE87745679;evian les bains;46.39778;6.577651
StopPoint:OCETGV INOUI-87745679;evian les bains;46.39778;6.577651
StopArea:OCE87746008;annecy;45.902726;6.122554
StopPoint:OCETGV INOUI-87746008;annecy;45.902726;6.122554
StopArea:OCE87746370;cluses;46.061483;6.582773
