stop1;stop2;temps
StopPoint:OCECar TER-87406850;StopPoint:OCECar TER-87406884;7
StopPoint:OCECar TER-87406884;StopPoint:OCECar TER-87406868;8
StopPoint:OCECar TER-87406868;StopPoint:OCECar TER-87193508;10
StopPoint:OCECar TER-87193508;StopPoint:OCECar TER-87194019;12
StopPoint:OCECar TER-87194019;StopPoint:OCECar TER-87476861;13
StopPoint:OCECar TER-87476861;StopPoint:OCECar TER-87193532;14
StopPoint:OCECar TER-87193532;StopPoint:OCECar TER-87193557;16
StopPoint:OCECar TER-87193557;StopPoint:OCECar TER-87748376;19
StopPoint:OCECar TER-87748376;StopPoint:OCECar TER-87193565;22
StopPoint:OCECar TER-87477141;StopPoint:OCECar TER-87406900;29
StopPoint:OCECar TER-87406900;StopPoint:OCECar TER-87193615;34
StopPoint:OCECar TER-87737692;StopPoint:OCECar TER-87193565;20
StopPoint:OCECar TER-87737668;StopPoint:OCECar TER-87737692;10
StopPoint:OCECar TER-87737718;StopPoint:OCECar TER-87193557;28
StopPoint:OCECar TER-87406892;StopPoint:OCECar TER-87737734;36
StopPoint:OCECar TER-87737734;StopPoint:OCECar TER-87193524;38
StopPoint:OCECar TER-87193524;StopPoint:OCECar TER-87190801;40
StopPoint:OCECar TER-87190801;StopPoint:OCECar TER-87406892;5
StopPoint:OCECar TER-87737593;StopPoint:OCECar TER-87737585;55
StopPoint:OCECar TER-87193607;StopPoint:OCECar TER-87193565;10
StopPoint:OCECar TER-87737700;StopPoint:OCECar TER-87737692;25
StopPoint:OCECar TER-87407064;StopPoint:OCECar TER-87215103;3
StopPoint:OCECar TER-87215103;StopPoint:OCECar TER-87407049;6
StopPoint:OCECar TER-87407049;StopPoint:OCECar TER-87407056;7
StopPoint:OCECar TER-87407056;StopPoint:OCECar TER-87215111;8
StopPoint:OCECar TER-87215111;StopPoint:OCECar TER-87215129;11
StopPoint:OCECar TER-87215129;StopPoint:OCECar TER-87407098;12
StopPoint:OCECar TER-87407098;StopPoint:OCECar TER-87215137;17
StopPoint:OCECar TER-87215137;StopPoint:OCECar TER-87407403;21
StopPoint:OCECar TER-87407403;StopPoint:OCECar TER-87117689;23
StopPoint:OCECar TER-87117689;StopPoint:OCECar TER-87215145;27
StopPoint:OCECar TER-87215145;StopPoint:OCECar TER-87117697;31
StopPoint:OCECar TER-87117697;StopPoint:OCECar TER-87407106;37
StopPoint:OCECar TER-87407106;StopPoint:OCECar TER-87215012;39
StopPoint:OCECar TER-87215012;StopPoint:OCECar TER-87477638;45
StopPoint:OCECar TER-87477638;StopPoint:OCECar TER-87215012;10
StopPoint:OCECar TER-87194274;StopPoint:OCECar TER-87406611;2
StopPoint:OCECar TER-87406611;StopPoint:OCECar TER-87406702;4
StopPoint:OCECar TER-87406702;StopPoint:OCECar TER-87194498;7
StopPoint:OCECar TER-87194498;StopPoint:OCECar TER-87194480;10
StopPoint:OCECar TER-87194480;StopPoint:OCECar TER-87117598;12
StopPoint:OCECar TER-87117598;StopPoint:OCECar TER-87406660;16
StopPoint:OCECar TER-87406660;StopPoint:OCECar TER-87194456;17
StopPoint:OCECar TER-87194456;StopPoint:OCECar TER-87406678;18
StopPoint:OCECar TER-87406678;StopPoint:OCECar TER-87117606;20
StopPoint:OCECar TER-87117606;StopPoint:OCECar TER-87406694;21
StopPoint:OCECar TER-87406694;StopPoint:OCECar TER-87406686;23
StopPoint:OCECar TER-87406686;StopPoint:OCECar TER-87477570;25
StopPoint:OCECar TER-87477570;StopPoint:OCECar TER-87194449;28
StopPoint:OCECar TER-87194449;StopPoint:OCECar TER-87477588;30
StopPoint:OCECar TER-87477588;StopPoint:OCECar TER-87406710;31
StopPoint:OCECar TER-87406710;StopPoint:OCECar TER-87194001;32
StopPoint:OCECar TER-87194001;StopPoint:OCECar TER-87477588;2
StopPoint:OCECar TER-87192286;StopPoint:OCECar TER-87407155;4
StopPoint:OCECar TER-87407155;StopPoint:OCECar TER-87407171;5
StopPoint:OCECar TER-87407171;StopPoint:OCECar TER-87192179;8
StopPoint:OCECar TER-87192179;StopPoint:OCECar TER-87192187;13
StopPoint:OCECar TER-87192187;StopPoint:OCECar TER-87407114;18
StopPoint:OCECar TER-87407114;StopPoint:OCECar TER-87193128;24
StopPoint:OCECar TER-87193128;StopPoint:OCECar TER-87215301;30
StopPoint:OCECar TER-87215301;StopPoint:OCECar TER-87192195;34
StopPoint:OCECar TER-87192195;StopPoint:OCECar TER-87215293;40
StopPoint:OCECar TER-87215293;StopPoint:OCECar TER-87215285;43
StopPoint:OCECar TER-87215285;StopPoint:OCECar TER-87215277;46
StopPoint:OCECar TER-87215277;StopPoint:OCECar TER-87215319;49
StopPoint:OCECar TER-87215319;StopPoint:OCECar TER-87407148;54
StopPoint:OCECar TER-87407148;StopPoint:OCECar TER-87215327;55
StopPoint:OCECar TER-87215327;StopPoint:OCECar TER-87407122;61
StopPoint:OCECar TER-87407122;StopPoint:OCECar TER-87476879;62
StopPoint:OCECar TER-87476879;StopPoint:OCECar TER-87406975;63
StopPoint:OCECar TER-87406975;StopPoint:OCECar TER-87476887;65
StopPoint:OCECar TER-87476887;StopPoint:OCECar TER-87477562;67
StopPoint:OCECar TER-87477562;StopPoint:OCECar TER-87703561;68
StopPoint:OCECar TER-87703561;StopPoint:OCECar TER-87703579;69
StopPoint:OCECar TER-87703579;StopPoint:OCECar TER-87703629;71
StopPoint:OCECar TER-87703629;StopPoint:OCECar TER-87407015;75
StopPoint:OCECar TER-87407015;StopPoint:OCECar TER-87407031;80
StopPoint:OCECar TER-87407031;StopPoint:OCECar TER-87477620;82
StopPoint:OCECar TER-87477620;StopPoint:OCECar TER-87407189;84
StopPoint:OCECar TER-87407189;StopPoint:OCECar TER-87215012;87
StopPoint:OCECar TER-87215350;StopPoint:OCECar TER-87477620;32
StopPoint:OCECar TER-87192237;StopPoint:OCECar TER-87476853;1
StopPoint:OCECar TER-87476853;StopPoint:OCECar TER-87192104;5
StopPoint:OCECar TER-87192104;StopPoint:OCECar TER-87193136;6
StopPoint:OCECar TER-87193136;StopPoint:OCECar TER-87476929;9
StopPoint:OCECar TER-87476929;StopPoint:OCECar TER-87192245;13
StopPoint:OCECar TER-87192245;StopPoint:OCECar TER-87192120;16
StopPoint:OCECar TER-87192120;StopPoint:OCECar TER-87192138;21
StopPoint:OCECar TER-87192138;StopPoint:OCECar TER-87192252;23
StopPoint:OCECar TER-87192252;StopPoint:OCECar TER-87192146;26
StopPoint:OCECar TER-87192146;StopPoint:OCECar TER-87192153;28
StopPoint:OCECar TER-87192153;StopPoint:OCECar TER-87192260;30
StopPoint:OCECar TER-87192260;StopPoint:OCECar TER-87199620;34
StopPoint:OCECar TER-87199620;StopPoint:OCECar TER-87193110;38
StopPoint:OCECar TER-87193110;StopPoint:OCECar TER-87407155;42
StopPoint:OCECar TER-87703587;StopPoint:OCECar TER-87703595;3
StopPoint:OCECar TER-87703595;StopPoint:OCECar TER-87407130;4
StopPoint:OCECar TER-87407130;StopPoint:OCECar TER-87703678;10
StopPoint:OCECar TER-87703678;StopPoint:OCECar TER-87477646;25
StopPoint:OCECar TER-87477646;StopPoint:OCECar TER-87477638;29
StopPoint:OCECar TER-87141291;StopPoint:OCECar TER-87405746;5
StopPoint:OCECar TER-87405746;StopPoint:OCECar TER-87141259;9
StopPoint:OCECar TER-87141259;StopPoint:OCECar TER-87117440;14
StopPoint:OCECar TER-87117440;StopPoint:OCECar TER-87117457;20
StopPoint:OCECar TER-87117457;StopPoint:OCECar TER-87744011;26
StopPoint:OCECar TER-87744011;StopPoint:OCECar TER-87141002;61
StopPoint:OCECar TER-87703744;StopPoint:OCECar TER-87215012;15
StopPoint:OCECar TER-87703686;StopPoint:OCECar TER-87703629;31
StopPoint:OCECar TER-87476911;StopPoint:OCECar TER-87406975;42
StopPoint:OCECar TER-87458869;StopPoint:OCECar TER-87141291;14
StopPoint:OCECar TER-87141044;StopPoint:OCECar TER-87744011;54
StopPoint:OCECar TER-87117465;StopPoint:OCECar TER-87141754;3
StopPoint:OCECar TER-87141754;StopPoint:OCECar TER-87405712;5
StopPoint:OCECar TER-87405712;StopPoint:OCECar TER-87141739;8
StopPoint:OCECar TER-87141739;StopPoint:OCECar TER-87141721;13
StopPoint:OCECar TER-87141721;StopPoint:OCECar TER-87405753;25
StopPoint:OCECar TER-87405753;StopPoint:OCECar TER-87141044;30
StopPoint:OCECar TER-87141069;StopPoint:OCECar TER-87141002;105
StopPoint:OCECar TER-87191007;StopPoint:OCECar TER-87476937;6
StopPoint:OCECar TER-87476937;StopPoint:OCECar TER-87191304;10
StopPoint:OCECar TER-87191304;StopPoint:OCECar TER-87406827;14
StopPoint:OCECar TER-87406827;StopPoint:OCECar TER-87406819;16
StopPoint:OCECar TER-87406819;StopPoint:OCECar TER-87406744;21
StopPoint:OCECar TER-87406744;StopPoint:OCECar TER-87406843;25
StopPoint:OCECar TER-87406843;StopPoint:OCECar TER-87406835;26
StopPoint:OCECar TER-87406835;StopPoint:OCECar TER-87191346;30
StopPoint:OCECar TER-87191346;StopPoint:OCECar TER-87406801;32
StopPoint:OCECar TER-87406801;StopPoint:OCECar TER-87406793;34
StopPoint:OCECar TER-87406793;StopPoint:OCECar TER-87406777;36
StopPoint:OCECar TER-87406777;StopPoint:OCECar TER-87407247;38
StopPoint:OCECar TER-87407247;StopPoint:OCECar TER-87191403;41
StopPoint:OCECar TER-87191403;StopPoint:OCECar TER-87406751;47
StopPoint:OCECar TER-87406751;StopPoint:OCECar TER-87117499;51
StopPoint:OCECar TER-87117499;StopPoint:OCECar TER-87191387;55
StopPoint:OCECar TER-87191387;StopPoint:OCECar TER-87405571;56
StopPoint:OCECar TER-87405571;StopPoint:OCECar TER-87191395;59
StopPoint:OCECar TER-87191395;StopPoint:OCECar TER-87191411;61
StopPoint:OCECar TER-87191411;StopPoint:OCECar TER-87117507;63
StopPoint:OCECar TER-87117507;StopPoint:OCECar TER-87735522;65
StopPoint:OCECar TER-87735522;StopPoint:OCECar TER-87193177;66
StopPoint:OCECar TER-87193177;StopPoint:OCECar TER-87406728;68
StopPoint:OCECar TER-87406728;StopPoint:OCECar TER-87117515;86
StopPoint:OCECar TER-87117515;StopPoint:OCECar TER-87193169;88
StopPoint:OCECar TER-87193169;StopPoint:OCECar TER-87193151;93
StopPoint:OCECar TER-87193151;StopPoint:OCECar TER-87117523;98
StopPoint:OCECar TER-87117523;StopPoint:OCECar TER-87193144;100
StopPoint:OCECar TER-87193144;StopPoint:OCECar TER-87406769;103
StopPoint:OCECar TER-87406769;StopPoint:OCECar TER-87477158;108
StopPoint:OCECar TER-87477158;StopPoint:OCECar TER-87193219;109
StopPoint:OCECar TER-87193219;StopPoint:OCECar TER-87406736;118
StopPoint:OCECar TER-87406736;StopPoint:OCECar TER-87193219;9
StopPoint:OCECar TER-87191296;StopPoint:OCECar TER-87406835;99
StopPoint:OCECar TER-87144154;StopPoint:OCECar TER-87716829;9
StopPoint:OCECar TER-87716829;StopPoint:OCECar TER-87716456;22
StopPoint:OCECar TER-87716456;StopPoint:OCECar TER-87716811;28
StopPoint:OCECar TER-87716811;StopPoint:OCECar TER-87716696;33
StopPoint:OCECar TER-87716696;StopPoint:OCECar TER-87716449;46
StopPoint:OCECar TER-87716449;StopPoint:OCECar TER-87144014;62
StopPoint:OCECar TER-87144006;StopPoint:OCECar TER-87144410;15
StopPoint:OCECar TER-87144410;StopPoint:OCECar TER-87732693;23
StopPoint:OCECar TER-87732693;StopPoint:OCECar TER-87144030;25
StopPoint:OCECar TER-87144030;StopPoint:OCECar TER-87752394;27
StopPoint:OCECar TER-87752394;StopPoint:OCECar TER-87716472;33
StopPoint:OCECar TER-87716472;StopPoint:OCECar TER-87752410;37
StopPoint:OCECar TER-87752410;StopPoint:OCECar TER-87144154;43
StopPoint:OCECar TER-87752675;StopPoint:OCECar TER-87191007;61
StopPoint:OCECar TER-87192880;StopPoint:OCECar TER-87406660;25
StopPoint:OCECar TER-87697839;StopPoint:OCECar TER-87635854;4
StopPoint:OCECar TER-87635854;StopPoint:OCECar TER-87635847;9
StopPoint:OCECar TER-87635847;StopPoint:OCECar TER-87703694;16
StopPoint:OCECar TER-87703694;StopPoint:OCECar TER-87635821;19
StopPoint:OCECar TER-87635821;StopPoint:OCECar TER-87703769;25
StopPoint:OCECar TER-87703769;StopPoint:OCECar TER-87191007;39
StopPoint:OCECar TER-87215459;StopPoint:OCECar TER-87215491;11
StopPoint:OCECar TER-87215491;StopPoint:OCECar TER-87406991;19
StopPoint:OCECar TER-87406991;StopPoint:OCECar TER-87717769;26
StopPoint:OCECar TER-87717769;StopPoint:OCECar TER-87717751;27
StopPoint:OCECar TER-87717751;StopPoint:OCECar TER-87193664;34
StopPoint:OCECar TER-87193664;StopPoint:OCECar TER-87703454;37
StopPoint:OCECar TER-87703454;StopPoint:OCECar TER-87703447;44
StopPoint:OCECar TER-87703447;StopPoint:OCECar TER-87703439;45
StopPoint:OCECar TER-87703439;StopPoint:OCECar TER-87703421;47
StopPoint:OCECar TER-87703421;StopPoint:OCECar TER-87193615;52
StopPoint:OCECar TER-87728592;StopPoint:OCECar TER-87717769;3
StopPoint:OCECar TER-87730994;StopPoint:OCECar TER-87215491;14
StopPoint:OCECar TER-87707588;StopPoint:OCECar TER-87407015;30
StopPoint:OCECar TER-87406983;StopPoint:OCECar TER-87703553;27
StopPoint:OCECar TER-87703553;StopPoint:OCECar TER-87703496;30
StopPoint:OCECar TER-87703496;StopPoint:OCECar TER-87703488;33
StopPoint:OCECar TER-87703488;StopPoint:OCECar TER-87703470;37
StopPoint:OCECar TER-87703470;StopPoint:OCECar TER-87407379;41
StopPoint:OCECar TER-87407379;StopPoint:OCECar TER-87703462;42
StopPoint:OCECar TER-87703462;StopPoint:OCECar TER-87215459;48
StopPoint:OCECar TER-87215483;StopPoint:OCECar TER-87215491;63
StopPoint:OCECar TER-87141085;StopPoint:OCECar TER-87141077;20
StopPoint:OCECar TER-87141077;StopPoint:OCECar TER-87141788;24
StopPoint:OCECar TER-87141788;StopPoint:OCECar TER-87141796;30
StopPoint:OCECar TER-87141796;StopPoint:OCECar TER-87141804;35
StopPoint:OCECar TER-87141804;StopPoint:OCECar TER-87141812;41
StopPoint:OCECar TER-87141812;StopPoint:OCECar TER-87141820;51
StopPoint:OCECar TER-87141820;StopPoint:OCECar TER-87192039;105
StopPoint:OCECar TER-87714154;StopPoint:OCECar TER-87141077;20
StopPoint:OCECar TER-87714188;StopPoint:OCECar TER-87714196;24
StopPoint:OCECar TER-87714196;StopPoint:OCECar TER-87141796;30
StopPoint:OCECar TER-87714170;StopPoint:OCECar TER-87141820;51
StopPoint:OCECar TER-87192039;StopPoint:OCECar TER-87714378;12
StopPoint:OCECar TER-87714378;StopPoint:OCECar TER-87192419;17
StopPoint:OCECar TER-87192419;StopPoint:OCECar TER-87192427;21
StopPoint:OCECar TER-87192427;StopPoint:OCECar TER-87192468;30
StopPoint:OCECar TER-87192468;StopPoint:OCECar TER-87192476;37
StopPoint:OCECar TER-87192476;StopPoint:OCECar TER-87141820;45
StopPoint:OCECar TER-87192401;StopPoint:OCECar TER-87192419;17
StopPoint:OCECar TER-87175042;StopPoint:OCECar TER-87175018;21
StopPoint:OCECar TER-87144055;StopPoint:OCECar TER-87144071;15
StopPoint:OCECar TER-87144071;StopPoint:OCECar TER-87144097;25
StopPoint:OCECar TER-87144097;StopPoint:OCECar TER-87144006;40
StopPoint:OCECar TER-87144063;StopPoint:OCECar TER-87144071;18
StopPoint:OCECar TER-87615542;StopPoint:OCECar TER-87165738;15
StopPoint:OCECar TER-87165738;StopPoint:OCECar TER-87441782;30
StopPoint:OCECar TER-87441782;StopPoint:OCECar TER-87615492;50
StopPoint:OCECar TER-87615492;StopPoint:OCECar TER-87165944;60
StopPoint:OCECar TER-87165944;StopPoint:OCECar TER-87165803;75
StopPoint:OCECar TER-87165803;StopPoint:OCECar TER-87615476;80
StopPoint:OCECar TER-87615476;StopPoint:OCECar TER-87611004;120
StopPoint:OCECar TER-87611004;StopPoint:OCECar TER-87165852;23
StopPoint:OCECar TER-87165852;StopPoint:OCECar TER-87615344;37
StopPoint:OCECar TER-87615344;StopPoint:OCECar TER-87615476;52
StopPoint:OCECar TER-87611038;StopPoint:OCECar TER-87611137;65
StopPoint:OCECar TER-87611137;StopPoint:OCECar TER-87671008;128
StopPoint:OCECar TER-87671008;StopPoint:OCECar TER-87671339;163
StopPoint:OCECar TER-87671339;StopPoint:OCECar TER-87672006;218
StopPoint:OCECar TER-87586008;StopPoint:OCECar TER-87611863;26
StopPoint:OCECar TER-87611863;StopPoint:OCECar TER-87611889;46
StopPoint:OCECar TER-87611889;StopPoint:OCECar TER-87611897;56
StopPoint:OCECar TER-87611152;StopPoint:OCECar TER-87176974;3
StopPoint:OCECar TER-87176974;StopPoint:OCECar TER-87612358;5
StopPoint:OCECar TER-87612358;StopPoint:OCECar TER-87611160;9
StopPoint:OCECar TER-87611160;StopPoint:OCECar TER-87173468;11
StopPoint:OCECar TER-87173468;StopPoint:OCECar TER-87611178;12
StopPoint:OCECar TER-87611178;StopPoint:OCECar TER-87173500;14
StopPoint:OCECar TER-87173500;StopPoint:OCECar TER-87170555;16
StopPoint:OCECar TER-87170555;StopPoint:OCECar TER-87618702;18
StopPoint:OCECar TER-87618702;StopPoint:OCECar TER-87170357;20
StopPoint:OCECar TER-87170357;StopPoint:OCECar TER-87173906;22
StopPoint:OCECar TER-87173906;StopPoint:OCECar TER-87618710;23
StopPoint:OCECar TER-87618710;StopPoint:OCECar TER-87170878;25
StopPoint:OCECar TER-87170878;StopPoint:OCECar TER-87170787;27
StopPoint:OCECar TER-87170787;StopPoint:OCECar TER-87440099;28
StopPoint:OCECar TER-87440099;StopPoint:OCECar TER-87611194;29
StopPoint:OCECar TER-87611194;StopPoint:OCECar TER-87170795;31
StopPoint:OCECar TER-87170795;StopPoint:OCECar TER-87170811;32
StopPoint:OCECar TER-87170811;StopPoint:OCECar TER-87695031;33
StopPoint:OCECar TER-87695031;StopPoint:OCECar TER-87170068;34
StopPoint:OCECar TER-87170068;StopPoint:OCECar TER-87611970;35
StopPoint:OCECar TER-87611970;StopPoint:OCECar TER-87611210;37
StopPoint:OCECar TER-87611210;StopPoint:OCECar TER-87170761;39
StopPoint:OCECar TER-87170761;StopPoint:OCECar TER-87611228;40
StopPoint:OCECar TER-87611228;StopPoint:OCECar TER-87173823;41
StopPoint:OCECar TER-87173823;StopPoint:OCECar TER-87173377;43
StopPoint:OCECar TER-87173377;StopPoint:OCECar TER-87611715;44
StopPoint:OCECar TER-87611715;StopPoint:OCECar TER-87173542;46
StopPoint:OCECar TER-87173542;StopPoint:OCECar TER-87611236;48
StopPoint:OCECar TER-87611236;StopPoint:OCECar TER-87695015;53
StopPoint:OCECar TER-87695015;StopPoint:OCECar TER-87611236;4
StopPoint:OCECar TER-87611392;StopPoint:OCECar TER-87611384;46
StopPoint:OCECar TER-87611384;StopPoint:OCECar TER-87697821;55
StopPoint:OCECar TER-87697821;StopPoint:OCECar TER-87611368;64
StopPoint:OCECar TER-87611368;StopPoint:OCECar TER-87130880;75
StopPoint:OCECar TER-87130880;StopPoint:OCECar TER-87611343;86
StopPoint:OCECar TER-87611343;StopPoint:OCECar TER-87130831;89
StopPoint:OCECar TER-87130831;StopPoint:OCECar TER-87130898;102
StopPoint:OCECar TER-87130898;StopPoint:OCECar TER-87611624;106
StopPoint:OCECar TER-87611624;StopPoint:OCECar TER-87611616;112
StopPoint:OCECar TER-87611616;StopPoint:OCECar TER-87137158;134
StopPoint:OCECar TER-87137158;StopPoint:OCECar TER-87611590;136
StopPoint:OCECar TER-87611590;StopPoint:OCECar TER-87611582;141
StopPoint:OCECar TER-87611582;StopPoint:OCECar TER-87130823;145
StopPoint:OCECar TER-87130823;StopPoint:OCECar TER-87611566;148
StopPoint:OCECar TER-87611566;StopPoint:OCECar TER-87611558;151
StopPoint:OCECar TER-87611558;StopPoint:OCECar TER-87611533;159
StopPoint:OCECar TER-87611327;StopPoint:OCECar TER-87611624;21
StopPoint:OCECar TER-87455006;StopPoint:OCECar TER-87611608;38
StopPoint:OCECar TER-87611608;StopPoint:OCECar TER-87618348;44
StopPoint:OCECar TER-87618348;StopPoint:OCECar TER-87137158;51
StopPoint:OCECar TER-87611533;StopPoint:OCECar TER-87130849;13
StopPoint:OCECar TER-87130849;StopPoint:OCECar TER-87611517;24
StopPoint:OCECar TER-87611517;StopPoint:OCECar TER-87611509;34
StopPoint:OCECar TER-87611509;StopPoint:OCECar TER-87611483;49
StopPoint:OCECar TER-87615252;StopPoint:OCECar TER-87615005;90
StopPoint:OCECar TER-87615005;StopPoint:OCECar TER-87615252;24
StopPoint:OCECar TER-87615310;StopPoint:OCECar TER-87615344;55
StopPoint:OCECar TER-87611350;StopPoint:OCECar TER-87611368;49
StopPoint:OCECar TER-87611376;StopPoint:OCECar TER-87611384;67
StopPoint:OCECar TER-87618116;StopPoint:OCECar TER-87611400;109
StopPoint:OCECar TER-87611400;StopPoint:OCECar TER-87611004;139
StopPoint:OCECar TER-87286260;StopPoint:OCECar TER-87287193;6
StopPoint:OCECar TER-87287193;StopPoint:OCECar TER-87286245;15
StopPoint:OCECar TER-87286245;StopPoint:OCECar TER-87286005;43
StopPoint:OCECar TER-87286005;StopPoint:OCECar TER-87286245;28
StopPoint:OCECar TER-87286229;StopPoint:OCECar TER-87287169;4
StopPoint:OCECar TER-87287169;StopPoint:OCECar TER-87286005;27
StopPoint:OCECar TER-87345009;StopPoint:OCECar TER-87342014;40
StopPoint:OCECar TER-87342006;StopPoint:OCECar TER-87342535;20
StopPoint:OCECar TER-87342535;StopPoint:OCECar TER-87342543;30
StopPoint:OCECar TER-87342543;StopPoint:OCECar TER-87342550;42
StopPoint:OCECar TER-87342550;StopPoint:OCECar TER-87342337;64
StopPoint:OCECar TER-87342337;StopPoint:OCECar TER-87342550;22
StopPoint:OCECar TER-87345314;StopPoint:OCECar TER-87343004;29
StopPoint:OCECar TER-87342014;StopPoint:OCECar TER-87342188;17
StopPoint:OCECar TER-87342188;StopPoint:OCECar TER-87342246;29
StopPoint:OCECar TER-87342246;StopPoint:OCECar TER-87342337;55
StopPoint:OCECar TER-87342303;StopPoint:OCECar TER-87342246;31
StopPoint:OCECar TER-87342253;StopPoint:OCECar TER-87342246;33
StopPoint:OCECar TER-87342212;StopPoint:OCECar TER-87342188;48
StopPoint:OCECar TER-87343004;StopPoint:OCECar TER-87343160;10
StopPoint:OCECar TER-87343160;StopPoint:OCECar TER-87343319;15
StopPoint:OCECar TER-87343319;StopPoint:OCECar TER-87343301;30
StopPoint:OCECar TER-87343301;StopPoint:OCECar TER-87345314;52
StopPoint:OCECar TER-87345306;StopPoint:OCECar TER-87345009;85
StopPoint:OCECar TER-87343400;StopPoint:OCECar TER-87343418;24
StopPoint:OCECar TER-87343418;StopPoint:OCECar TER-87343459;38
StopPoint:OCECar TER-87343459;StopPoint:OCECar TER-87343475;47
StopPoint:OCECar TER-87343475;StopPoint:OCECar TER-87345389;55
StopPoint:OCECar TER-87345389;StopPoint:OCECar TER-87345397;64
StopPoint:OCECar TER-87345397;StopPoint:OCECar TER-87345520;78
StopPoint:OCECar TER-87295014;StopPoint:OCECar TER-87295006;14
StopPoint:OCECar TER-87295006;StopPoint:OCECar TER-87295568;30
StopPoint:OCECar TER-87295568;StopPoint:OCECar TER-87295600;49
StopPoint:OCECar TER-87345520;StopPoint:OCECar TER-87345397;14
StopPoint:OCECar TER-87317263;StopPoint:OCECar TER-87317305;6
StopPoint:OCECar TER-87317305;StopPoint:OCECar TER-87281071;18
StopPoint:OCECar TER-87281071;StopPoint:OCECar TER-87317339;38
StopPoint:OCECar TER-87317339;StopPoint:OCECar TER-87317123;54
StopPoint:OCECar TER-87317123;StopPoint:OCECar TER-87317016;65
StopPoint:OCECar TER-87317016;StopPoint:OCECar TER-87317586;69
StopPoint:OCECar TER-87317586;StopPoint:OCECar TER-87317016;4
StopPoint:OCECar TER-87317107;StopPoint:OCECar TER-87317099;95
StopPoint:OCECar TER-87317099;StopPoint:OCECar TER-87317081;106
StopPoint:OCECar TER-87317081;StopPoint:OCECar TER-87317065;118
StopPoint:OCECar TER-87317065;StopPoint:OCECar TER-87317081;12
StopPoint:OCECar TER-87342139;StopPoint:OCECar TER-87342105;25
StopPoint:OCECar TER-87342105;StopPoint:OCECar TER-87345041;32
StopPoint:OCECar TER-87345041;StopPoint:OCECar TER-87345025;46
StopPoint:OCECar TER-87345025;StopPoint:OCECar TER-87342584;56
StopPoint:OCECar TER-87342584;StopPoint:OCECar TER-87342576;67
StopPoint:OCECar TER-87342576;StopPoint:OCECar TER-87342014;86
StopPoint:OCECar TER-87281006;StopPoint:OCECar TER-87281402;4
StopPoint:OCECar TER-87281402;StopPoint:OCECar TER-87281311;17
StopPoint:OCECar TER-87281311;StopPoint:OCECar TER-87281279;35
StopPoint:OCECar TER-87281279;StopPoint:OCECar TER-87281246;45
StopPoint:OCECar TER-87281246;StopPoint:OCECar TER-87317610;67
StopPoint:OCECar TER-87317610;StopPoint:OCECar TER-87317305;75
StopPoint:OCECar TER-87324335;StopPoint:OCECar TER-87295055;15
StopPoint:OCECar TER-87295055;StopPoint:OCECar TER-87295048;26
StopPoint:OCECar TER-87295048;StopPoint:OCECar TER-87295709;42
StopPoint:OCECar TER-87295709;StopPoint:OCECar TER-87295733;54
StopPoint:OCECar TER-87295733;StopPoint:OCECar TER-87295600;70
StopPoint:OCECar TER-87345157;StopPoint:OCECar TER-87345165;26
StopPoint:OCECar TER-87345165;StopPoint:OCECar TER-87345256;41
StopPoint:OCECar TER-87345256;StopPoint:OCECar TER-87286005;70
StopPoint:OCECar TER-87286302;StopPoint:OCECar TER-87286179;21
StopPoint:OCECar TER-87286179;StopPoint:OCECar TER-87286146;46
StopPoint:OCECar TER-87286146;StopPoint:OCECar TER-87286005;74
StopPoint:OCECar TER-87296004;StopPoint:OCECar TER-87296293;29
StopPoint:OCECar TER-87296293;StopPoint:OCECar TER-87296269;42
StopPoint:OCECar TER-87296269;StopPoint:OCECar TER-87296244;60
StopPoint:OCECar TER-87296244;StopPoint:OCECar TER-87295220;78
StopPoint:OCECar TER-87295220;StopPoint:OCECar TER-87295642;99
StopPoint:OCECar TER-87295642;StopPoint:OCECar TER-87295600;125
StopPoint:OCECar TER-87313874;StopPoint:OCECar TER-87313056;36
StopPoint:OCECar TER-87313056;StopPoint:OCECar TER-87313072;62
StopPoint:OCECar TER-87313072;StopPoint:OCECar TER-87342030;82
StopPoint:OCECar TER-87342030;StopPoint:OCECar TER-87342048;92
StopPoint:OCECar TER-87342048;StopPoint:OCECar TER-87342014;124
StopPoint:OCECar TER-87345405;StopPoint:OCECar TER-87345413;16
StopPoint:OCECar TER-87345413;StopPoint:OCECar TER-87345421;22
StopPoint:OCECar TER-87345421;StopPoint:OCECar TER-87345447;29
StopPoint:OCECar TER-87345447;StopPoint:OCECar TER-87345520;48
StopPoint:OCECar TER-87281444;StopPoint:OCECar TER-87281436;15
StopPoint:OCECar TER-87281436;StopPoint:OCECar TER-87287300;25
StopPoint:OCECar TER-87287300;StopPoint:OCECar TER-87281428;37
StopPoint:OCECar TER-87281428;StopPoint:OCECar TER-87317305;64
StopPoint:OCECar TER-87317222;StopPoint:OCECar TER-87317198;23
StopPoint:OCECar TER-87317198;StopPoint:OCECar TER-87317164;43
StopPoint:OCECar TER-87317164;StopPoint:OCECar TER-87317065;66
StopPoint:OCECar TER-87444562;StopPoint:OCECar TER-87444695;10
StopPoint:OCECar TER-87444695;StopPoint:OCECar TER-87444711;33
StopPoint:OCECar TER-87444000;StopPoint:OCECar TER-87444539;60
