stop1;stop2;temps
StopPoint:OCECar TER-87761759;StopPoint:OCECar TER-87747329;142
StopPoint:OCECar TER-87747329;StopPoint:OCECar TER-87697490;167
StopPoint:OCECar TER-87741223;StopPoint:OCECar TER-87741231;50
StopPoint:OCECar TER-87741231;StopPoint:OCECar TER-87741256;60
StopPoint:OCECar TER-87741280;StopPoint:OCECar TER-87741306;87
StopPoint:OCECar TER-87748806;StopPoint:OCECar TER-87746438;15
StopPoint:OCECar TER-87746313;StopPoint:OCECar TER-87746305;78
StopPoint:OCECar TER-87746412;StopPoint:OCECar TER-87746438;60
StopPoint:OCECar TER-87746347;StopPoint:OCECar TER-87746370;60
StopPoint:OCECar TER-87746511;StopPoint:OCECar TER-87746305;37
StopPoint:OCECar TER-87745588;StopPoint:OCECar TER-87745596;29
StopPoint:OCECar TER-87745620;StopPoint:OCECar TER-87745646;64
StopPoint:OCECar TER-87745000;StopPoint:OCECar TER-87745414;30
StopPoint:OCECar TER-87745414;StopPoint:OCECar TER-87745430;48
StopPoint:OCECar TER-85162735;StopPoint:OCECar TER-87745497;23
StopPoint:OCECar TER-87741611;StopPoint:OCECar TER-87741629;65
StopPoint:OCECar TER-87741629;StopPoint:OCECar TER-87741645;74
StopPoint:OCECar TER-87741777;StopPoint:OCECar TER-87741793;140
StopPoint:OCECar TER-87741694;StopPoint:OCECar TER-87741728;39
StopPoint:OCECar TER-87746818;StopPoint:OCECar TER-87746776;6
StopPoint:OCECar TER-87746776;StopPoint:OCECar TER-87746768;10
StopPoint:OCECar TER-87746768;StopPoint:OCECar TER-87746750;12
StopPoint:OCECar TER-87746750;StopPoint:OCECar TER-87746743;18
StopPoint:OCECar TER-87746743;StopPoint:OCECar TER-87746719;29
StopPoint:OCECar TER-87746719;StopPoint:OCECar TER-87746479;43
StopPoint:OCECar TER-87746206;StopPoint:OCECar TER-87745497;60
StopPoint:OCECar TER-87726158;StopPoint:OCECar TER-87726406;22
StopPoint:OCECar TER-87726406;StopPoint:OCECar TER-87726414;29
StopPoint:OCECar TER-87726422;StopPoint:OCECar TER-87726430;52
StopPoint:OCECar TER-87726430;StopPoint:OCECar TER-87726448;64
StopPoint:OCECar TER-87723734;StopPoint:OCECar TER-87723759;43
StopPoint:OCECar TER-87723759;StopPoint:OCECar TER-87723783;63
StopPoint:OCECar TER-87723783;StopPoint:OCECar TER-87696013;81
StopPoint:OCECar TER-87697672;StopPoint:OCECar TER-87725705;42
StopPoint:OCECar TER-87725804;StopPoint:OCECar TER-87725812;19
StopPoint:OCECar TER-87725812;StopPoint:OCECar TER-87725820;27
StopPoint:OCECar TER-87725820;StopPoint:OCECar TER-87725838;36
StopPoint:OCECar TER-87725838;StopPoint:OCECar TER-87697706;46
StopPoint:OCECar TER-87697706;StopPoint:OCECar TER-87697672;57
StopPoint:OCECar TER-87698696;StopPoint:OCECar TER-87698415;35
StopPoint:OCECar TER-87695957;StopPoint:OCECar TER-87741439;30
StopPoint:OCECar TER-87697508;StopPoint:OCECar TER-87741447;36
StopPoint:OCECar TER-87741447;StopPoint:OCECar TER-87741454;40
StopPoint:OCECar TER-87741454;StopPoint:OCECar TER-87741462;45
StopPoint:OCECar TER-87741462;StopPoint:OCECar TER-87741470;49
StopPoint:OCECar TER-87696385;StopPoint:OCECar TER-87741496;63
StopPoint:OCECar TER-87741496;StopPoint:OCECar TER-87723494;71
StopPoint:OCECar TER-87697532;StopPoint:OCECar TER-87747535;28
StopPoint:OCECar TER-87747535;StopPoint:OCECar TER-87747568;39
StopPoint:OCECar TER-87747568;StopPoint:OCECar TER-87747576;43
StopPoint:OCECar TER-87747576;StopPoint:OCECar TER-87697524;63
StopPoint:OCECar TER-87697524;StopPoint:OCECar TER-87747592;66
StopPoint:OCECar TER-87747592;StopPoint:OCECar TER-87747626;78
StopPoint:OCECar TER-87747626;StopPoint:OCECar TER-87697193;81
StopPoint:OCECar TER-87697193;StopPoint:OCECar TER-87697516;103
StopPoint:OCECar TER-87697516;StopPoint:OCECar TER-87763250;123
StopPoint:OCECar TER-87763250;StopPoint:OCECar TER-87763300;133
StopPoint:OCECar TER-87742056;StopPoint:OCECar TER-87335521;78
StopPoint:OCECar TER-87763003;StopPoint:OCECar TER-87763300;25
StopPoint:OCECar TER-87721605;StopPoint:OCECar TER-87721431;7
StopPoint:OCECar TER-87697136;StopPoint:OCECar TER-87698506;12
StopPoint:OCECar TER-87698506;StopPoint:OCECar TER-87722546;22
StopPoint:OCECar TER-87722546;StopPoint:OCECar TER-87722561;33
StopPoint:OCECar TER-87722561;StopPoint:OCECar TER-87698803;53
StopPoint:OCECar TER-87695965;StopPoint:OCECar TER-87743120;13
StopPoint:OCECar TER-87696500;StopPoint:OCECar TER-87743104;25
StopPoint:OCECar TER-87743104;StopPoint:OCECar TER-87695999;33
StopPoint:OCECar TER-87741272;StopPoint:OCECar TER-87697144;1
StopPoint:OCECar TER-87697144;StopPoint:OCECar TER-87697151;3
StopPoint:OCECar TER-87697151;StopPoint:OCECar TER-87741249;15
StopPoint:OCECar TER-87741249;StopPoint:OCECar TER-87741223;28
StopPoint:OCECar TER-87747246;StopPoint:OCECar TER-87747220;16
StopPoint:OCECar TER-87747220;StopPoint:OCECar TER-87747212;25
StopPoint:OCECar TER-87747212;StopPoint:OCECar TER-87747204;39
StopPoint:OCECar TER-87747204;StopPoint:OCECar TER-87723494;56
StopPoint:OCECar TER-87747279;StopPoint:OCECar TER-87747287;81
StopPoint:OCECar TER-87698712;StopPoint:OCECar TER-87723361;2
StopPoint:OCECar TER-87723361;StopPoint:OCECar TER-87725168;5
StopPoint:OCECar TER-87725168;StopPoint:OCECar TER-87725416;7
StopPoint:OCECar TER-87725416;StopPoint:OCECar TER-87725309;9
StopPoint:OCECar TER-87725309;StopPoint:OCECar TER-87723353;21
StopPoint:OCECar TER-87723353;StopPoint:OCECar TER-87725192;10
StopPoint:OCECar TER-87725192;StopPoint:OCECar TER-87698712;17
StopPoint:OCECar TER-87697011;StopPoint:OCECar TER-87721290;15
StopPoint:OCECar TER-87721290;StopPoint:OCECar TER-87721282;22
StopPoint:OCECar TER-87721282;StopPoint:OCECar TER-87697003;26
StopPoint:OCECar TER-87697003;StopPoint:OCECar TER-87697037;31
StopPoint:OCECar TER-87697037;StopPoint:OCECar TER-87697029;34
StopPoint:OCECar TER-87697029;StopPoint:OCECar TER-87697045;44
StopPoint:OCECar TER-87697045;StopPoint:OCECar TER-87697136;60
StopPoint:OCECar TER-87696443;StopPoint:OCECar TER-87741728;50
StopPoint:OCECar TER-87741678;StopPoint:OCECar TER-87741686;13
StopPoint:OCECar TER-87741686;StopPoint:OCECar TER-87696658;18
StopPoint:OCECar TER-87696658;StopPoint:OCECar TER-87741694;24
StopPoint:OCECar TER-87741702;StopPoint:OCECar TER-87741710;35
StopPoint:OCECar TER-87741710;StopPoint:OCECar TER-87741728;45
StopPoint:OCECar TER-87741140;StopPoint:OCECar TER-87741132;20
StopPoint:OCECar TER-87726877;StopPoint:OCECar TER-87726885;14
StopPoint:OCECar TER-87726885;StopPoint:OCECar TER-87726208;29
StopPoint:OCECar TER-87726208;StopPoint:OCECar TER-87726158;43
StopPoint:OCECar TER-87746149;StopPoint:OCECar TER-87746008;25
StopPoint:OCECar TER-87746115;StopPoint:OCECar TER-87698308;44
StopPoint:OCECar TER-87698308;StopPoint:OCECar TER-87741132;58
StopPoint:OCECar TER-87698779;StopPoint:OCECar TER-87698753;6
StopPoint:OCECar TER-87698753;StopPoint:OCECar TER-87698746;8
StopPoint:OCECar TER-87698746;StopPoint:OCECar TER-87698787;11
StopPoint:OCECar TER-87698787;StopPoint:OCECar TER-87698761;12
StopPoint:OCECar TER-87698761;StopPoint:OCECar TER-87177576;13
StopPoint:OCECar TER-87177576;StopPoint:OCECar TER-87698761;1
StopPoint:OCECar TER-87698464;StopPoint:OCECar TER-87698456;12
StopPoint:OCECar TER-87698456;StopPoint:OCECar TER-87698449;14
StopPoint:OCECar TER-87698449;StopPoint:OCECar TER-87177360;15
StopPoint:OCECar TER-87177360;StopPoint:OCECar TER-87698449;2
StopPoint:OCECar TER-87697714;StopPoint:OCECar TER-87697722;12
StopPoint:OCECar TER-87697722;StopPoint:OCECar TER-87741306;15
StopPoint:OCECar TER-87697698;StopPoint:OCECar TER-87741298;21
StopPoint:OCECar TER-87741298;StopPoint:OCECar TER-87741280;29
StopPoint:OCECar-87702126;StopPoint:OCECar-87701912;16
StopPoint:OCECar-87701912;StopPoint:OCECar-87476606;49
StopPoint:OCECar-87476606;StopPoint:OCECar-87701912;30
StopPoint:OCECar-87479899;StopPoint:OCECar-87474387;1
StopPoint:OCECar-87474387;StopPoint:OCECar-87474155;23
StopPoint:OCECar-87474155;StopPoint:OCECar-87474387;20
StopPoint:OCECar-87476457;StopPoint:OCECar-87476440;8
StopPoint:OCECar-87476440;StopPoint:OCECar-87476432;10
StopPoint:OCECar-87476432;StopPoint:OCECar-87476424;13
StopPoint:OCECar-87476424;StopPoint:OCECar-87476267;17
StopPoint:OCECar-87476267;StopPoint:OCECar-87476416;18
StopPoint:OCECar-87476416;StopPoint:OCECar-87289678;26
StopPoint:OCECar-87289678;StopPoint:OCECar-87289652;33
StopPoint:OCECar-87289652;StopPoint:OCECar-87476200;65
StopPoint:OCECar-87476200;StopPoint:OCECar-87289652;25
StopPoint:OCECar-87752600;StopPoint:OCECar-87476457;75
StopPoint:OCECar-87476556;StopPoint:OCECar-87473389;37
StopPoint:OCECar-87473389;StopPoint:OCECar-87473009;84
StopPoint:OCECar-87473009;StopPoint:OCECar-87473389;46
StopPoint:OCECar-87003483;StopPoint:OCECar-87476606;128
StopPoint:OCECar-87476002;StopPoint:OCECar-87476556;58
StopPoint:OCECar-87322008;StopPoint:OCECar-87322966;51
StopPoint:OCECar-87322966;StopPoint:OCECar-87335208;74
StopPoint:OCECar-87335208;StopPoint:OCECar-87471003;126
StopPoint:OCECar-87471003;StopPoint:OCECar-87335208;52
StopPoint:OCECar-87474098;StopPoint:OCECar-87474007;80
StopPoint:OCECar-87474007;StopPoint:OCECar-87474098;83
StopPoint:OCECar-87474064;StopPoint:OCECar-87474098;110
StopPoint:OCECar-87474635;StopPoint:OCECar-87474569;15
StopPoint:OCECar-87474569;StopPoint:OCECar-87474338;40
StopPoint:OCECar-87474338;StopPoint:OCECar-87474569;20
StopPoint:OCECar-87571687;StopPoint:OCECar-87453373;9
StopPoint:OCECar-87453373;StopPoint:OCECar-87110296;23
StopPoint:OCECar-87110296;StopPoint:OCECar-87571604;40
StopPoint:OCECar-87571604;StopPoint:OCECar-87110288;49
StopPoint:OCECar-87110288;StopPoint:OCECar-87571885;51
StopPoint:OCECar-87571885;StopPoint:OCECar-87571240;69
StopPoint:OCECar-87571240;StopPoint:OCECar-87571000;79
StopPoint:OCECar-87571000;StopPoint:OCECar-87571885;18
StopPoint:OCECar-87690164;StopPoint:OCECar-87571687;75
StopPoint:OCECar-87571638;StopPoint:OCECar-87453373;70
StopPoint:OCECar-87571539;StopPoint:OCECar-87110320;53
StopPoint:OCECar-87110320;StopPoint:OCECar-87571554;63
StopPoint:OCECar-87571554;StopPoint:OCECar-87110338;68
StopPoint:OCECar-87110338;StopPoint:OCECar-87110320;17
StopPoint:OCECar-87571547;StopPoint:OCECar-87571554;69
StopPoint:OCECar-87396606;StopPoint:OCECar-87110338;15
StopPoint:OCECar-87394452;StopPoint:OCECar-87643981;2
StopPoint:OCECar-87643981;StopPoint:OCECar-87394437;19
StopPoint:OCECar-87394437;StopPoint:OCECar-87394411;31
StopPoint:OCECar-87394411;StopPoint:OCECar-87455097;35
StopPoint:OCECar-87455097;StopPoint:OCECar-87746933;55
StopPoint:OCECar-87394494;StopPoint:OCECar-87358556;10
StopPoint:OCECar-87358556;StopPoint:OCECar-87394494;10
StopPoint:OCECar-87746933;StopPoint:OCECar-87455097;15
StopPoint:OCECar-87394007;StopPoint:OCECar-87455097;15
StopPoint:OCECar-87644013;StopPoint:OCECar-87643999;15
StopPoint:OCECar-87643999;StopPoint:OCECar-87643957;18
StopPoint:OCECar-87643957;StopPoint:OCECar-87394486;19
StopPoint:OCECar-87394486;StopPoint:OCECar-87394452;36
StopPoint:OCECar-87394403;StopPoint:OCECar-87394411;28
StopPoint:OCECar-87574558;StopPoint:OCECar-87331397;50
StopPoint:OCECar-87331397;StopPoint:OCECar-87358564;58
StopPoint:OCECar-87358564;StopPoint:OCECar-87340380;66
StopPoint:OCECar-87340380;StopPoint:OCECar-87332635;73
StopPoint:OCECar-87332635;StopPoint:OCECar-87644005;75
StopPoint:OCECar-87644005;StopPoint:OCECar-87332635;2
StopPoint:OCECar-87358697;StopPoint:OCECar-87331397;28
StopPoint:OCECar-87571216;StopPoint:OCECar-87574558;62
StopPoint:OCECar-87314518;StopPoint:OCECar-87314526;12
StopPoint:OCECar-87314526;StopPoint:OCECar-87314534;24
StopPoint:OCECar-87314534;StopPoint:OCECar-87643924;38
StopPoint:OCECar-87643924;StopPoint:OCECar-87690198;41
StopPoint:OCECar-87690198;StopPoint:OCECar-87690180;42
StopPoint:OCECar-87690180;StopPoint:OCECar-87684290;44
StopPoint:OCECar-87684290;StopPoint:OCECar-87690180;2
StopPoint:OCECar-87643916;StopPoint:OCECar-87643924;6
StopPoint:OCECar-87684274;StopPoint:OCECar-87684001;44
StopPoint:OCECar-87684001;StopPoint:OCECar-87338574;49
StopPoint:OCECar-87338574;StopPoint:OCECar-87684001;10
StopPoint:OCECar-87454249;StopPoint:OCECar-87576207;10
StopPoint:OCECar-87576207;StopPoint:OCECar-87748509;68
StopPoint:OCECar-87748509;StopPoint:OCECar-87643882;71
StopPoint:OCECar-87643882;StopPoint:OCECar-87314898;76
StopPoint:OCECar-87314898;StopPoint:OCECar-87314906;85
StopPoint:OCECar-87314906;StopPoint:OCECar-87643890;86
StopPoint:OCECar-87643890;StopPoint:OCECar-87696146;95
StopPoint:OCECar-87696146;StopPoint:OCECar-87643890;10
StopPoint:OCECar-87453381;StopPoint:OCECar-87733832;58
StopPoint:OCECar-87576322;StopPoint:OCECar-87733832;5
StopPoint:OCECar-87733832;StopPoint:OCECar-87453381;16
StopPoint:OCECar-87744979;StopPoint:OCECar-87454249;58
StopPoint:OCECar-87744995;StopPoint:OCECar-87576207;65
StopPoint:OCECar-87576298;StopPoint:OCECar-87744995;60
StopPoint:OCECar-87201541;StopPoint:OCECar-87304626;4
StopPoint:OCECar-87304626;StopPoint:OCECar-87643791;8
StopPoint:OCECar-87643791;StopPoint:OCECar-87643783;12
StopPoint:OCECar-87643783;StopPoint:OCECar-87310862;18
StopPoint:OCECar-87310862;StopPoint:OCECar-87597070;20
StopPoint:OCECar-87597070;StopPoint:OCECar-87304642;32
StopPoint:OCECar-87304642;StopPoint:OCECar-87689935;35
StopPoint:OCECar-87689935;StopPoint:OCECar-87304691;42
StopPoint:OCECar-87304691;StopPoint:OCECar-87304659;49
StopPoint:OCECar-87304659;StopPoint:OCECar-87643759;51
StopPoint:OCECar-87643759;StopPoint:OCECar-87441543;55
StopPoint:OCECar-87441543;StopPoint:OCECar-87310813;65
StopPoint:OCECar-87310813;StopPoint:OCECar-87576272;69
StopPoint:OCECar-87576272;StopPoint:OCECar-87487264;76
StopPoint:OCECar-87487264;StopPoint:OCECar-87576207;95
StopPoint:OCECar-87597062;StopPoint:OCECar-87643767;3
StopPoint:OCECar-87643767;StopPoint:OCECar-87597054;11
StopPoint:OCECar-87597054;StopPoint:OCECar-87597047;15
StopPoint:OCECar-87597047;StopPoint:OCECar-87597039;21
StopPoint:OCECar-87597039;StopPoint:OCECar-87317701;27
StopPoint:OCECar-87317701;StopPoint:OCECar-87309773;38
StopPoint:OCECar-87309773;StopPoint:OCECar-87576009;50
StopPoint:OCECar-87576009;StopPoint:OCECar-87309773;17
StopPoint:OCECar-87202481;StopPoint:OCECar-87202465;35
StopPoint:OCECar-87202465;StopPoint:OCECar-87202440;52
StopPoint:OCECar-87202440;StopPoint:OCECar-87201608;72
StopPoint:OCECar-87201608;StopPoint:OCECar-87201582;103
StopPoint:OCECar-87201582;StopPoint:OCECar-87201541;155
StopPoint:OCECar-87201566;StopPoint:OCECar-87201541;160
StopPoint:OCECar-87402008;StopPoint:OCECar-87689943;5
StopPoint:OCECar-87689943;StopPoint:OCECar-87705459;8
StopPoint:OCECar-87705459;StopPoint:OCECar-87705467;15
StopPoint:OCECar-87705467;StopPoint:OCECar-87309757;31
StopPoint:OCECar-87309757;StopPoint:OCECar-87543140;44
StopPoint:OCECar-87543140;StopPoint:OCECar-87543157;55
StopPoint:OCECar-87543157;StopPoint:OCECar-87543140;8
StopPoint:OCECar-87328195;StopPoint:OCECar-87643833;15
StopPoint:OCECar-87643833;StopPoint:OCECar-87643841;18
StopPoint:OCECar-87643841;StopPoint:OCECar-87574897;20
StopPoint:OCECar-87574897;StopPoint:OCECar-87643809;25
StopPoint:OCECar-87643809;StopPoint:OCECar-87689943;55
StopPoint:OCECar-87576199;StopPoint:OCECar-87576876;17
StopPoint:OCECar-87576876;StopPoint:OCECar-87576868;31
StopPoint:OCECar-87576868;StopPoint:OCECar-87574897;46
StopPoint:OCECar-87643825;StopPoint:OCECar-87643833;2
StopPoint:OCECar-87571471;StopPoint:OCECar-87644195;2
StopPoint:OCECar-87644195;StopPoint:OCECar-87337543;8
StopPoint:OCECar-87337543;StopPoint:OCECar-87644039;12
StopPoint:OCECar-87644039;StopPoint:OCECar-87689745;15
StopPoint:OCECar-87689745;StopPoint:OCECar-87571455;18
StopPoint:OCECar-87571455;StopPoint:OCECar-87644104;23
StopPoint:OCECar-87644104;StopPoint:OCECar-87465724;25
StopPoint:OCECar-87465724;StopPoint:OCECar-87571430;27
StopPoint:OCECar-87571430;StopPoint:OCECar-87337501;29
StopPoint:OCECar-87337501;StopPoint:OCECar-87930958;31
StopPoint:OCECar-87930958;StopPoint:OCECar-87571422;35
StopPoint:OCECar-87571422;StopPoint:OCECar-87571414;41
StopPoint:OCECar-87571414;StopPoint:OCECar-87571406;45
StopPoint:OCECar-87571406;StopPoint:OCECar-87571000;63
StopPoint:OCECar-87644203;StopPoint:OCECar-87571489;12
StopPoint:OCECar-87571489;StopPoint:OCECar-87644286;16
StopPoint:OCECar-87644286;StopPoint:OCECar-87688945;17
StopPoint:OCECar-87688945;StopPoint:OCECar-87644047;19
StopPoint:OCECar-87644047;StopPoint:OCECar-87280065;22
StopPoint:OCECar-87280065;StopPoint:OCECar-87216689;24
StopPoint:OCECar-87216689;StopPoint:OCECar-87644096;30
StopPoint:OCECar-87644096;StopPoint:OCECar-87688952;32
StopPoint:OCECar-87688952;StopPoint:OCECar-87597401;38
StopPoint:OCECar-87597401;StopPoint:OCECar-87206771;43
StopPoint:OCECar-87206771;StopPoint:OCECar-87216671;48
StopPoint:OCECar-87216671;StopPoint:OCECar-87689703;52
StopPoint:OCECar-87689703;StopPoint:OCECar-87644252;56
StopPoint:OCECar-87644252;StopPoint:OCECar-87644260;58
StopPoint:OCECar-87644260;StopPoint:OCECar-87597377;64
StopPoint:OCECar-87597377;StopPoint:OCECar-87644062;76
StopPoint:OCECar-87644062;StopPoint:OCECar-87465716;77
StopPoint:OCECar-87465716;StopPoint:OCECar-87644369;82
StopPoint:OCECar-87644369;StopPoint:OCECar-87597369;83
StopPoint:OCECar-87597369;StopPoint:OCECar-87644344;85
StopPoint:OCECar-87644344;StopPoint:OCECar-87279174;90
StopPoint:OCECar-87279174;StopPoint:OCECar-87689695;92
StopPoint:OCECar-87689695;StopPoint:OCECar-87644211;100
StopPoint:OCECar-87644211;StopPoint:OCECar-87279166;103
StopPoint:OCECar-87279166;StopPoint:OCECar-87216663;105
StopPoint:OCECar-87216663;StopPoint:OCECar-87689950;115
StopPoint:OCECar-87689950;StopPoint:OCECar-87690156;120
StopPoint:OCECar-87690156;StopPoint:OCECar-87201541;125
StopPoint:OCECar-87689976;StopPoint:OCECar-87689992;135
StopPoint:OCECar-87644351;StopPoint:OCECar-87279174;94
StopPoint:OCECar-87115337;StopPoint:OCECar-87689745;17
StopPoint:OCECar-87688960;StopPoint:OCECar-87571448;24
StopPoint:OCECar-87571448;StopPoint:OCECar-87571430;30
StopPoint:OCECar-87644120;StopPoint:OCECar-87644146;36
StopPoint:OCECar-87644146;StopPoint:OCECar-87644153;37
StopPoint:OCECar-87644153;StopPoint:OCECar-87644138;39
StopPoint:OCECar-87644138;StopPoint:OCECar-87688978;45
StopPoint:OCECar-87688978;StopPoint:OCECar-87699298;46
StopPoint:OCECar-87699298;StopPoint:OCECar-87280057;64
StopPoint:OCECar-87205575;StopPoint:OCECar-87571000;62
StopPoint:OCECar-87337527;StopPoint:OCECar-87644104;109
StopPoint:OCECar-87644179;StopPoint:OCECar-87644187;36
StopPoint:OCECar-87644187;StopPoint:OCECar-87571471;40
StopPoint:OCECar-87280057;StopPoint:OCECar-87699298;14
StopPoint:OCECar-87644237;StopPoint:OCECar-87115337;49
StopPoint:OCECar-87571463;StopPoint:OCECar-87337543;55
StopPoint:OCECar-87206789;StopPoint:OCECar-87689703;64
StopPoint:OCECar-87690297;StopPoint:OCECar-87312546;8
StopPoint:OCECar-87312546;StopPoint:OCECar-87690289;9
StopPoint:OCECar-87690289;StopPoint:OCECar-87576702;11
StopPoint:OCECar-87576702;StopPoint:OCECar-87576710;13
StopPoint:OCECar-87576710;StopPoint:OCECar-87690230;15
StopPoint:OCECar-87690230;StopPoint:OCECar-87576728;17
StopPoint:OCECar-87576728;StopPoint:OCECar-87576736;20
StopPoint:OCECar-87576736;StopPoint:OCECar-87690305;24
StopPoint:OCECar-87690305;StopPoint:OCECar-87576884;25
StopPoint:OCECar-87576884;StopPoint:OCECar-87402016;28
StopPoint:OCECar-87402016;StopPoint:OCECar-87690313;30
StopPoint:OCECar-87690313;StopPoint:OCECar-87437087;39
StopPoint:OCECar-87437087;StopPoint:OCECar-87690271;40
StopPoint:OCECar-87690271;StopPoint:OCECar-87402008;43
StopPoint:OCECar-87437376;StopPoint:OCECar-87576009;10
StopPoint:OCECar-87427393;StopPoint:OCECar-87689729;17
StopPoint:OCECar-87689729;StopPoint:OCECar-87574665;33
StopPoint:OCECar-87574665;StopPoint:OCECar-87574558;63
StopPoint:OCECar-87343152;StopPoint:OCECar-87574509;87
StopPoint:OCECar-87574509;StopPoint:OCECar-87545756;107
StopPoint:OCECar-87545756;StopPoint:OCECar-87545731;119
StopPoint:OCECar-87545731;StopPoint:OCECar-87726364;159
StopPoint:OCECar-87726364;StopPoint:OCECar-87545731;31
StopPoint:OCECar-87574541;StopPoint:OCECar-87574533;19
StopPoint:OCECar-87574533;StopPoint:OCECar-87453399;23
StopPoint:OCECar-87453399;StopPoint:OCECar-87309765;27
StopPoint:OCECar-87309765;StopPoint:OCECar-87343152;36
StopPoint:OCECar-87422394;StopPoint:OCECar-87422402;5
StopPoint:OCECar-87422402;StopPoint:OCECar-87644088;8
StopPoint:OCECar-87644088;StopPoint:OCECar-87422469;20
StopPoint:OCECar-87422469;StopPoint:OCECar-87571216;47
StopPoint:OCECar-87783605;StopPoint:OCECar-87640631;35
StopPoint:OCECar-87640631;StopPoint:OCECar-87783266;60
StopPoint:OCECar-87783266;StopPoint:OCECar-87783241;80
StopPoint:OCECar-87783241;StopPoint:OCECar-87734004;180
StopPoint:OCECar-87734004;StopPoint:OCECar-87783241;95
StopPoint:OCECar-87775171;StopPoint:OCECar-87734368;10
StopPoint:OCECar-87734368;StopPoint:OCECar-87734350;25
StopPoint:OCECar-87734350;StopPoint:OCECar-87783605;67
StopPoint:OCECar-87783282;StopPoint:OCECar-87640649;39
StopPoint:OCECar-87640649;StopPoint:OCECar-87640698;42
StopPoint:OCECar-87640698;StopPoint:OCECar-87783308;44
StopPoint:OCECar-87783308;StopPoint:OCECar-87640672;52
StopPoint:OCECar-87640672;StopPoint:OCECar-87783530;57
StopPoint:OCECar-87783530;StopPoint:OCECar-87640680;60
StopPoint:OCECar-87640680;StopPoint:OCECar-87783563;67
StopPoint:OCECar-87783563;StopPoint:OCECar-87640656;72
StopPoint:OCECar-87640656;StopPoint:OCECar-87783605;84
StopPoint:OCECar-87775148;StopPoint:OCECar-87783670;22
StopPoint:OCECar-87783670;StopPoint:OCECar-87783654;40
StopPoint:OCECar-87783654;StopPoint:OCECar-87783647;47
StopPoint:OCECar-87783647;StopPoint:OCECar-87783605;69
StopPoint:OCECar-87734699;StopPoint:OCECar-87453654;23
StopPoint:OCECar-87453654;StopPoint:OCECar-87453670;35
StopPoint:OCECar-87453670;StopPoint:OCECar-87734350;50
StopPoint:OCECar-87503524;StopPoint:OCECar-87783605;98
StopPoint:OCECar-87611749;StopPoint:OCECar-87134387;4
StopPoint:OCECar-87134387;StopPoint:OCECar-87586370;8
StopPoint:OCECar-87586370;StopPoint:OCECar-87586362;13
StopPoint:OCECar-87586362;StopPoint:OCECar-87586347;18
StopPoint:OCECar-87586347;StopPoint:OCECar-87462390;23
StopPoint:OCECar-87462390;StopPoint:OCECar-87586339;25
StopPoint:OCECar-87586339;StopPoint:OCECar-87586289;30
StopPoint:OCECar-87586289;StopPoint:OCECar-87586263;42
StopPoint:OCECar-87586263;StopPoint:OCECar-87589200;48
StopPoint:OCECar-87589200;StopPoint:OCECar-87582353;54
StopPoint:OCECar-87582353;StopPoint:OCECar-87586321;60
StopPoint:OCECar-87586321;StopPoint:OCECar-87586313;64
StopPoint:OCECar-87586313;StopPoint:OCECar-87586305;72
StopPoint:OCECar-87586305;StopPoint:OCECar-87582346;80
StopPoint:OCECar-87582346;StopPoint:OCECar-87586008;100
StopPoint:OCECar-87586008;StopPoint:OCECar-87582346;20
StopPoint:OCECar-87668459;StopPoint:OCECar-87611749;10
StopPoint:OCECar-87462796;StopPoint:OCECar-87677948;36
StopPoint:OCECar-87677948;StopPoint:OCECar-87677955;43
StopPoint:OCECar-87677955;StopPoint:OCECar-87462812;49
StopPoint:OCECar-87462812;StopPoint:OCECar-87753095;54
StopPoint:OCECar-87753095;StopPoint:OCECar-87753087;59
StopPoint:OCECar-87753087;StopPoint:OCECar-87753061;65
StopPoint:OCECar-87753061;StopPoint:OCECar-87462820;74
StopPoint:OCECar-87462820;StopPoint:OCECar-87753046;81
StopPoint:OCECar-87753046;StopPoint:OCECar-87753038;87
StopPoint:OCECar-87753038;StopPoint:OCECar-87753020;91
StopPoint:OCECar-87753020;StopPoint:OCECar-87752998;93
StopPoint:OCECar-87752998;StopPoint:OCECar-87611244;106
StopPoint:OCECar-87611244;StopPoint:OCECar-87442442;115
StopPoint:OCECar-87442442;StopPoint:OCECar-87752980;124
StopPoint:OCECar-87752980;StopPoint:OCECar-87442442;9
StopPoint:OCECar-87611475;StopPoint:OCECar-87753087;64
StopPoint:OCECar-87753079;StopPoint:OCECar-87753087;44
StopPoint:OCECar-87753368;StopPoint:OCECar-87462820;20
StopPoint:OCECar-87450478;StopPoint:OCECar-87450627;38
StopPoint:OCECar-87450627;StopPoint:OCECar-87450601;50
StopPoint:OCECar-87450601;StopPoint:OCECar-87450585;60
StopPoint:OCECar-87450585;StopPoint:OCECar-87450155;71
StopPoint:OCECar-87450155;StopPoint:OCECar-87450148;82
StopPoint:OCECar-87450148;StopPoint:OCECar-87450114;87
StopPoint:OCECar-87450114;StopPoint:OCECar-87450106;93
StopPoint:OCECar-87450106;StopPoint:OCECar-87671057;98
StopPoint:OCECar-87671057;StopPoint:OCECar-87668491;102
StopPoint:OCECar-87668491;StopPoint:OCECar-87671057;4
StopPoint:OCECar TER-87753376;StopPoint:OCECar TER-87130856;7
StopPoint:OCECar TER-87130856;StopPoint:OCECar TER-87611731;10
StopPoint:OCECar TER-87611731;StopPoint:OCECar TER-87618884;12
StopPoint:OCECar TER-87618884;StopPoint:OCECar TER-87618892;14
