nom;latitude;longitude
pont de bois;50.62403;3.13026
lesquin;50.590126;3.118683
annappes;50.622779;3.147546
ascq;50.621974;3.159023
baisieux;50.618552;3.234846
lezennes;50.620409;3.098493
mont de terre;50.61784;3.096516
nieppe;50.696604;2.829151
marquette lez lille;50.672424;3.05105
sainte marguerite;50.74059;3.009191
lille porte de douai;50.611761;3.076372
ennevelin;50.549849;3.158369
nortkerque;50.882976;2.022507
ruminghem;50.861911;2.158116
la trinite sur mer;47.5875;-3.027778
carnac;47.573583;-3.072337
maubeuge;50.272562;3.966884
jeumont;50.296395;4.087085
recquignies;50.284081;4.044396
fourmies;50.015434;4.053859
anor;49.985022;4.093029
hirson;49.914297;4.084437
le cateau;50.091182;3.54057
louvroil;50.268325;3.953522
sous le bois;50.265595;3.939714
hautmont;50.253801;3.915499
aulnoye aymeries;50.197213;3.843753
landrecies;50.128565;3.682097
ors;50.103393;3.626915
sains du nord;50.088783;4.001476
avesnelles;50.1198;3.946053
avesnes sur helpe;50.126539;3.933736
dompierre;50.146212;3.871389
leval;50.184598;3.836371
berlaimont;50.198046;3.810518
le quesnoy;50.250382;3.645752
saint quentin;49.840048;3.296958
laon;49.570872;3.623789
marle sur serre;49.747262;3.769687
vervins;49.829924;3.893631
origny en thierache;49.890737;4.02436
crepy   couvron;49.623385;3.516746
clacy   mons;49.543923;3.576682
busigny;50.039473;3.445895
bohain;49.988591;3.442626
fresnoy le grand;49.950144;3.432604
montescourt;49.73781;3.251944
mennessis;49.692074;3.270266
tergnier;49.658646;3.296488
appilly;49.58047;3.121134
anizy   pinon;49.495868;3.448431
versigny;49.657337;3.433675
chauny;49.610473;3.22266
la fere;49.657873;3.369781
flavy le martel;49.718847;3.18979
viry noureuil;49.627332;3.250251
jussy;49.711994;3.224447
la bouteille;49.859624;3.981747
verneuil sur serre;49.64709;3.665961
dercy   froidmont;49.702732;3.692043
voyenne;49.726116;3.720331
vauxaillon;49.474226;3.409659
barenton bugny;49.630677;3.655601
les bons peres;50.279812;4.010691
hachette;50.158236;3.74313
saint hilaire;50.132228;3.91309
miannay;50.097222;1.721389
yzengremer;50.061111;1.521667
besancon franche comte tgv;47.30799;5.953621
ingersheim cite scolaire;48.088635;7.297414
deols;46.825833;1.700278
issoudun place de la gare;46.948611;1.985833
charost cafe du centre;46.992665;2.115726
avail;46.96407;2.058472
chaumont sur tharonne;47.607997;1.907139
saint hilaire la gravelle;47.924465;1.207182
mereau;47.162665;2.049827
saint florent sur cher mairie;46.992596;2.245417
neuvy pailloux les 4 routes;46.886389;1.858611
mery sur cher;47.246177;1.988668
troyes quennedey;48.290278;4.089444
longueau;49.863846;2.352591
corbie;49.911756;2.499599
mericourt   ribemont;49.955549;2.572362
albert;50.005515;2.644116
saint roch;49.893229;2.283566
ailly sur somme;49.928318;2.200533
picquigny;49.946259;2.142949
hangest sur somme;49.982203;2.066449
longpre les corps saints;50.011373;2.003042
pont remy;50.047221;1.898633
boves;49.847274;2.398294
ailly sur noye;49.754579;2.363921
la faloise;49.696665;2.348793
breteuil embranchement;49.626652;2.384108
gannes;49.57211;2.437032
saint just en chaussee;49.503521;2.429117
saint remy en l eau;49.468171;2.425894
avrechy;49.44502;2.417989
clermont de l oise;49.385445;2.417519
moreuil;49.776889;2.475613
hargicourt   pierrepont;49.71386;2.531768
montdidier;49.64143;2.561891
tricot;49.561619;2.581387
namps   quevauvillers;49.808085;2.105326
estrees saint denis;49.437866;2.642657
poix de picardie;49.777856;1.989813
remy;49.433147;2.705942
villers bretonneux;49.862665;2.521427
marcelcave;49.853234;2.582068
guillaucourt;49.845104;2.634822
rosieres;49.822733;2.711247
chaulnes;49.80743;2.800988
nesle;49.764045;2.909367
ham;49.739642;3.070373
beauvais;49.426227;2.087944
cramoisy;49.256352;2.405485
cires les mello;49.271791;2.360187
balagny saint epin;49.294257;2.3442
mouy   bury;49.320477;2.326441
hermes   berthecourt;49.354117;2.241375
villers saint sepulcre;49.366993;2.221543
rochy conde;49.39843;2.172819
meru;49.232935;2.132257
laboissiere   le deluge;49.288177;2.136469
saint sulpice   auteuil;49.347844;2.115908
herchies;49.487774;2.010604
milly sur therain;49.503893;1.988457
saint omer en chaussee;49.530177;1.99692
marseille en beauvaisis;49.570786;1.95499
grandvilliers;49.659307;1.938828
feuquieres   broquiers;49.654441;1.831181
abancourt;49.685489;1.773865
aumale;49.764756;1.756134
blangy sur bresle;49.933018;1.624825
longroy   gamaches;49.982452;1.551974
formerie;49.654682;1.7237
fouilloy;49.736628;1.826016
amiens;49.889976;2.309234
aubigny sur nere;47.487747;2.43731
argent sur sauldre;47.55986;2.447685
coullons;47.620292;2.492527
saint satur place de la republique;47.339393;2.856888
bannay bourg;47.386944;2.885833
daours;49.89905;2.458835
heilly;49.943519;2.539659
buire sur l ancre;49.965101;2.599068
dreuil les amiens;49.914549;2.230831
dommartin   remiencourt;49.799657;2.392709
thezy glimont;49.811895;2.436022
wacquemoulin;49.503553;2.611533
wiencourt l equipee;49.848396;2.613462
heilles   mouchy;49.340371;2.272979
montreuil sur therain;49.38133;2.200726
aubin saint vaast;50.394778;1.969989
pihen;50.873015;1.785881
le haut banc;50.81619;1.771818
boulogne   tintelleries;50.727111;1.609611
rang du fliers   verton   berck;50.415855;1.648271
etaples   le touquet;50.516915;1.643515
dannes   camiers;50.576047;1.614829
neufchatel hardelot;50.623681;1.643143
hesdigneul;50.660643;1.666906
pont de briques;50.682937;1.626357
wimille   wimereux;50.764725;1.613587
montreuil sur mer;50.466122;1.769366
brimeux;50.446872;1.831741
beaurainville;50.422631;1.895425
maresquel;50.408076;1.930836
hesdin;50.378272;2.035194
auchy les hesdin;50.396372;2.102196
blangy sur ternoise;50.424385;2.171559
anvin;50.445699;2.258587
calais ville;50.953338;1.85008
les fontinettes;50.940267;1.84932
caffiers;50.850567;1.811325
marquise   rinxent;50.80567;1.729861
abbeville;50.101977;1.824321
noyelles sur mer;50.187052;1.704673
rue;50.273162;1.675843
chepy   valines;50.068179;1.635179
feuquieres   fressenneville;50.063387;1.588981
woincourt;50.05871;1.537306
le treport   mers les bains;50.062732;1.376519
eu;50.054303;1.416915
boulogne sur mer;50.715589;1.610191
beau marais;50.945527;1.899803
lury sur arnon;47.127281;2.058217
avignon tgv;43.9214;4.787355
aix en provence tgv;43.455268;5.317233
vieville;48.239444;5.135278
montaulin vallee verte;48.256111;4.197222
le perrier;46.818473;-1.994437
saint jean de monts;46.790351;-2.059704
bouin;46.975146;-1.993417
beauvoir sur mer;46.917354;-2.046084
fromentine la barre de monts;46.892305;-2.137501
noirmoutier en l ile;47.000419;-2.248784
penhoet;47.28992;-2.200876
le mont saint michel;48.552778;-1.505
josselin;47.955278;-2.547778
traou nez;48.748542;-3.134991
ploermel pem rehumpol;47.930982;-2.394813
montlucon rimard;46.335574;2.611453
futuroscope;46.669918;0.377209
hirson ecoles;49.929726;4.085672
roocourt la cote;48.211944;5.145278
les cauquillous;43.734313;1.754567
thesee;47.322305;1.312225
sainte pazanne mairie;47.103056;-1.811111
epuisay eglise;47.900294;0.92975
mondoubleau station total;47.98;0.893333
pouzauges;46.75244;-0.81442
mareuil sur lay dissais;46.535706;-1.224182
velluire;46.403883;-0.895557
cesson sevigne;48.112367;-1.602504
la poterie;48.092067;-1.63078
guer coetquidan;47.930556;-2.127222
grenoble;45.191488;5.714222
bourgneuf en retz;47.046872;-1.954938
davezieux centre commercial;45.254722;4.688333
pradons centre;44.474444;4.358611
guilherand granges sadi carnot;44.9325;4.879444
saint georges les bains ch;44.839722;4.815278
la voulte sur rhone mairie;44.799444;4.781389
saint julien en saint alban centre;44.754167;4.698056
flaviac rene cassin;44.746389;4.674167
coux centre;44.736111;4.623889
veyras le ruissol;44.729167;4.574722
vesseaux place des commerces;44.653333;4.444722
saint privat le gabelu;44.62679;4.41824
lachapelle sous aubenas;44.564167;4.363333
saint etienne de fontbellon d;44.602778;4.387222
aubenas place de la paix;44.618056;4.389167
lavilledieu centre;44.5742;4.4554
cormery place du croissant;47.26863;0.835304
reignac cafe brule;47.212907;0.897768
chambourg sur indre chopin;47.183759;0.96434
plemet;48.176389;-2.593611
laferte sur aube;48.09864;4.78372
saint dizier saint amand;48.625016;4.967805
gourzon;48.545833;5.084722
rachecourt sur marne;48.526944;5.100278
vecqueville;48.457222;5.143611
rupt;48.425278;5.139444
rouvroy sur marne;48.358056;5.1475
hoenheim tram;48.628622;7.758123
krimmeri meinau;48.563885;7.752305
montargis gare routiere;48.006876;2.743682
la voulte sur rhone cite;44.809722;4.786667
cormenon centre;47.967712;0.892835
lunery eglise;46.935581;2.268843
bethune;50.521175;2.640447
arras;50.28671;2.781895
miraumont;50.095862;2.734732
achiet;50.132336;2.780456
courcelles le comte;50.169357;2.787974
boisleux;50.210502;2.771468
roeux;50.303598;2.894806
biache saint vaast;50.316485;2.94171
bully   grenay;50.448546;2.733339
vitry en artois;50.327483;2.981541
mazingarbe;50.460596;2.701229
noeux les mines;50.483005;2.674697
maroeuil;50.323195;2.697693
fouquereuil;50.525481;2.607208
frevin capelle;50.347231;2.634522
chocques;50.538199;2.564934
lillers;50.561129;2.479138
aubigny en artois;50.353054;2.592731
savy berlette;50.353836;2.557906
ham en artois;50.589943;2.465964
berguette   isbergues;50.614954;2.46296
thiennes;50.652417;2.472677
steenbecque;50.681101;2.510574
tincques;50.356962;2.497616
saint pol sur ternoise;50.378859;2.339049
beuvry les bethune;50.535459;2.693003
cuinchy;50.522103;2.745415
la bassee;50.527321;2.803674
salome;50.541448;2.836651
marquillies;50.547704;2.866207
farbus;50.357687;2.831144
vis a marles;50.505008;2.517227
calonne ricouart;50.482677;2.48125
pernes   camblain;50.480214;2.431088
vimy;50.373157;2.823112
avion;50.407085;2.833883
bailleul sir berthoult;50.334758;2.840965
valenciennes;50.363297;3.516468
saint amand les eaux;50.443136;3.418871
cloyes mediatheque;47.995164;1.236061
beuvrages;50.389605;3.506618
le poirier universite;50.330099;3.502552
wallers;50.38457;3.393456
raismes;50.390243;3.478299
trith saint leger;50.33171;3.489189
prouvy   thiant;50.316741;3.46098
denain;50.334791;3.388101
lourches;50.310241;3.343387
saint lye maisons brulees;48.346353;4.022257
sainte gemme;46.901667;-0.287778
saint angel;45.5039;2.2316
douai;50.371693;3.089969
lens;50.426606;2.827858
loos en gohelle;50.43781;2.792276
lievin;50.434168;2.77052
brebieres sud;50.336307;3.013553
corbehem;50.343197;3.040995
pont de sallaumines;50.415827;2.863341
coron de mericourt;50.414899;2.884778
billy montigny;50.41536;2.911718
henin beaumont;50.416901;2.952475
dourges;50.432091;2.986763
pont de la deule;50.397926;3.08489
sallaumines;50.422324;2.855666
leforest;50.427573;3.059542
loison sous lens;50.44019;2.85924
ostricourt;50.445269;3.032092
libercourt;50.480208;3.008661
pont a vendin;50.471384;2.875176
meurchin;50.497313;2.893188
bauvin   provin;50.511634;2.905017
montigny en ostrevent;50.361369;3.188487
somain;50.355508;3.277325
bouchain;50.27826;3.33197
iwuy;50.225502;3.329863
sin le noble;50.356517;3.112706
cantin;50.312427;3.121695
arleux;50.286309;3.120782
brunemont;50.278183;3.146362
aubigny au bac;50.268467;3.158539
escaudoeuvres;50.192002;3.275707
cambrai;50.176658;3.241979
maurois;50.067497;3.45623
bertry;50.090993;3.448992
caudry;50.111375;3.409625
cattenieres;50.128114;3.333722
wambaix;50.133992;3.311346
champagnole paul emile victor;46.742555;5.919785
le toec;43.595444;1.401335
les ramassiers;43.602362;1.352916
saint martin du touch;43.599788;1.371344
saint sebastien pas enchantes;47.206993;-1.511256
saint sebastien frene rond;47.190567;-1.496036
cerans foulletourte croissant;47.830013;0.093883
droue centre;48.039167;1.077222
sarge sur braye;47.924444;0.853333
clermont creans;47.723149;-0.018652
la fleche;47.696422;-0.069453
oize;47.808349;0.104721
la fontaine saint martin le ch;47.79497;0.045464
savigny sur braye;47.880278;0.809722
saint jean de la motte;47.763549;0.017198
saint jean de monts esplanade;46.784896;-2.075146
arnage rue du port;47.93151;0.186725
rosiers d egletons;45.3764;2.0081
annonay boutique sncf;45.246389;4.675556
guecelard eglise;47.87779;0.129443
parigne le polin centre;47.850961;-0.104558
gisors;49.285259;1.785047
serifontaine;49.357266;1.763972
gournay   ferrieres;49.481178;1.738654
mantes la jolie;48.989789;1.703302
breval;48.943369;1.541841
paris saint lazare;48.876318;2.325287
munster badischhof;48.039081;7.152738
evreux normandie;49.018491;1.149925
bueil;48.925365;1.443436
la bonneville sur iton;48.988473;1.035204
conches;48.962342;0.938968
romilly la puthenaye;49.004019;0.854694
beaumont le roger;49.074416;0.772278
marans place du marquis d aligre;46.307222;-0.991667
saint hilaire de riez;46.716527;-1.949705
paris montparnasse hall 1   2;48.840968;2.320272
paris montparnasse vaugirard;48.837317;2.314741
morre;47.226206;6.066551
saint martin d heres;45.193;5.7689
versailles chantiers;48.795649;2.135924
rambouillet;48.64361;1.8314
gazeran;48.625857;1.771814
dreux;48.730469;1.36886
nonancourt;48.775825;1.192273
verneuil sur avre;48.742759;0.929476
saint quentin en yvelines;48.78782;2.044174
chartres;48.448628;1.481202
luce;48.436012;1.45279
epernon;48.605087;1.681684
maintenon;48.585376;1.592456
saint piat;48.542438;1.590096
jouy;48.510084;1.557651
la villette saint prest;48.482369;1.52346
amilly   ouerray;48.438129;1.389391
saint aubin   saint luperce;48.447632;1.331871
courville sur eure;48.45156;1.234798
pontgouin;48.477698;1.142601
la loupe;48.474139;1.011151
bretoncelles;48.432927;0.893173
conde sur huisne;48.383514;0.848973
nogent le rotrou;48.325765;0.810313
la taye;48.407269;1.372811
bailleau le pin;48.366748;1.324718
magny   blandainville;48.334423;1.281066
illiers combray;48.304266;1.244928
brou;48.215959;1.160622
arrou;48.099883;1.128151
courtalain   saint pellerin;48.073686;1.126599
brassac les mines lycee rabelais;45.413611;3.321389
issoire lycee deville;45.5399;3.258
issoire lycee murat;45.5504;3.2499
le breuil sur couze lycee agricole;45.4626;3.2811
sainte florine lycee claude favard;45.401667;3.321389
le mans;47.995217;0.192434
neuville;48.070281;0.199677
la guierche;48.114101;0.193079
montbizot;48.151402;0.190748
teille;48.181254;0.191289
vivoin   beaumont;48.230178;0.144748
la hutte coulombiers;48.303226;0.105279
domfront;48.107761;0.026018
conlie;48.127161;-0.011068
sille le guillaume;48.181629;-0.128565
champagne;48.019755;0.335437
saint mars la briere;48.028608;0.365643
montfort le gesnois;48.040563;0.406453
connerre   beille;48.073871;0.486955
sceaux   boesse;48.12272;0.57247
la ferte bernard;48.185992;0.638992
le theil   la rouge;48.267294;0.69437
voivres;47.930543;0.085523
la suze;47.892441;0.026916
noyen;47.874768;-0.099152
sable sur sarthe;47.842029;-0.3421
arnage;47.928575;0.189954
laigne   saint gervais;47.873491;0.217465
ecommoy;47.82401;0.269395
aubigne racan;47.686689;0.266548
mayet;47.760021;0.266039
vaas;47.670539;0.317279
chateau du loir;47.68305;0.415816
clermont la rotonde;45.767978;3.090201
bar sur aube hotel de ville;48.233333;4.706389
magneux   courlandon;49.309899;3.734412
mouans sartoux;43.620303;6.974323
rouen;49.439895;1.087824
romorantin place de la gare;47.355557;1.739308
villefranche sur cher g r ;47.294723;1.768332
colmar mesanges;48.085757;7.333991
bienville;48.581667;5.045556
anzeling carrefour;49.26394;6.463126
barisey la cote mairie;48.544182;5.842809
neufchateau hopital;48.3697;5.707194
toul gare routiere;48.67379;5.88621
cornimont hopital;47.971944;6.831944
cornimont lansauchamp;47.985556;6.8375
cornimont perception;47.963446;6.838716
dommartin les remiremont franould;48.004538;6.654918
la bresse place du champtel;48.003333;6.873611
saulxures sur moselotte avenue jules ferry;47.949228;6.772492
saulxures sur moselotte place claude;47.949722;6.784444
bussang office du tourisme;47.884167;6.854722
fresse sur moselle la hardoye;47.869167;6.794722
hielle lepange;47.952778;6.627222
le thillot republique;47.878333;6.767222
remiremont cora;48.004722;6.6125
rupt sur moselle saulx;47.909886;6.689083
st maurice sur moselle mairie;47.859167;6.825556
mirecourt lycee agricole;48.293598;6.132072
longuyon pont des deux eaux;49.448643;5.599476
cons la grandville haut fourneau;49.486709;5.700295
cons la grandville lotissement;49.488068;5.708309
lexy providence usine;49.49603;5.738452
lexy rue du square;49.495579;5.727884
longuyon la machine;49.453923;5.600391
longwy espace bus;49.513639;5.768715
bouzonville rue d alzing;49.289873;6.535495
creutzwald gare routiere;49.207797;6.697243
distroff eglise;49.332214;6.263028
ebersviller centre;49.276338;6.401942
falck rue principale;49.229231;6.632988
hombourg chapelle;49.295863;6.343475
hombourg tilleuls;49.297728;6.339154
kedange eglise;49.308345;6.33836
kuntzig bibiche;49.343873;6.24297
kuntzig place de la liberte;49.34721;6.237059
metzervisse centre;49.315557;6.285255
metzervisse eglise;49.314181;6.282173
cocheren village;49.146401;6.856971
farebersviller cite;49.11764;6.873153
farebersviller rue du moulin;49.116118;6.865806
farschviller centre;49.095278;6.895556
sarreguemines poste;49.113031;7.064134
mertzwiller monuments aux morts;48.8726;7.6772
philippsbourg lieschbach;48.991408;7.558084
bitche rue de la paix;49.048889;7.428611
enchenberg mairie;49.014722;7.337778
rohrbach les bitche carrefour;49.046;7.2652
fenetrange gendarmerie;48.844289;7.019818
fenetrange le val fleuri;48.847801;7.019126
sarralbe centre;48.998501;7.028793
sarraltroff mairie;48.774013;7.060816
sarrebourg mephisto;48.749685;7.067186
avricourt rue des halles;48.650559;6.806194
avricourt rue de lorraine;48.650089;6.812851
igney centre;48.633706;6.813052
rechicourt le chateau centre;48.665;6.840833
sarrebourg verreries;48.733037;7.042797
benestroff centre;48.904634;6.758975
fenetrange carrefour des etangs;48.845572;7.014465
gosselming poste;48.790791;7.00551
mittersheim l escale;48.860358;6.933793
morhange place de la republique;48.923906;6.635026
morhange jeanne d arc;48.924639;6.641359
sarrebourg place mathey;48.736879;7.057152
budange rue d aboncourt;49.276705;6.344782
gundershoffen au cygne;48.90724;7.658643
niederbronn les bains archeologie;48.947516;7.65058
niederbronn les bains usine;48.95696;7.630582
schweighouse sur moder villa;48.819182;7.742247
sarrewerden lotissement;48.920772;7.085991
gondrexange centre;48.685131;6.926093
ferdrupt remanvillers;47.900002;6.727538
arrest usine melius;45.393889;3.324722
brioude lycee lafayette;45.2922;3.3825
la chomette;45.2295;3.4745
la grave carrefour;46.5334;2.6198
lanthenas;45.102222;3.774167
le breuil sur c salle des f ;45.472347;3.261952
langeac le treuil;45.106111;3.522222
meaulne place centrale;46.5989;2.6133
reugny rn144;46.462;2.6155
pontmort rn9 d17;45.9438;3.1669
pontgibaud   place republique;45.8323;2.8512
paulhaguet monument;45.2075;3.510278
vieille brioude;45.264167;3.404444
urcay hotel du lyon d or;46.6268;2.5894
sainte florine place francois;45.405478;3.319408
sainte eugenie de villeneuve;45.138333;3.623889
saint eble;45.129722;3.557778
bois d oingt;45.921667;4.585278
letra gabodiere;45.961389;4.516389
rouen rive droite;49.449367;1.094233
elbeuf   saint aubin;49.302827;1.010236
tourville;49.324595;1.098054
oissel;49.343103;1.101981
saint etienne du rouvray;49.37659;1.109751
sotteville;49.413165;1.1025
maromme;49.479953;1.050861
malaunay   le houlme;49.513326;1.03952
barentin;49.54927;0.953763
pavilly;49.564532;0.950587
motteville;49.636723;0.848884
morgny;49.52288;1.247401
longuerue   vieux manoir;49.556248;1.276221
monterolier   buchy;49.603021;1.334857
sommery;49.629331;1.43602
serqueux;49.63146;1.539585
montville;49.551284;1.070046
cleres;49.599392;1.106485
le havre;49.492884;0.125924
le havre graville;49.499793;0.160815
longeau;47.770278;5.310278
harfleur;49.513313;0.198351
saint laurent   gainneville;49.52804;0.251358
etainhus   saint romain;49.560802;0.330554
breaute   beuzeville;49.603568;0.416842
foucart   alvimare;49.60832;0.596932
yvetot;49.62212;0.750074
fecamp;49.759466;0.373895
harfleur halte;49.506405;0.192333
jacques monod la demi lieue;49.527303;0.185835
montivilliers;49.542909;0.189601
epouville;49.563783;0.223842
rolleville;49.581801;0.216066
dieppe;49.920854;1.081202
saint aubin sur scie;49.870913;1.066637
longueville sur scie;49.791821;1.110501
auffay;49.715991;1.098199
saint victor l abbaye;49.676715;1.109972
bourgtheroulde   thuit hebert;49.31756;0.838417
brionne;49.196347;0.711567
vernon   giverny;49.091186;1.478415
gaillon   aubevoye;49.174676;1.352631
pont de l arche;49.317143;1.159669
val de reuil;49.276071;1.22457
rosny sur seine;48.997307;1.630098
bonnieres;49.038663;1.581609
franchet d esperey;49.241753;4.014201
lancey;45.234493;5.880763
ajain;46.2071;1.9972
montlucon;46.337941;2.595785
eyrein;45.3419;1.9326
maussac le poteau;45.4683;2.1432
ussel place henri queuille;45.5497;2.3073
peaugres deviation;45.291389;4.734167
felines la remise;45.308889;4.741389
sablons pont de sablons;45.319248;4.768501
st etienne de b col d auriol;44.686389;4.467222
privas hopital sainte marie;44.731389;4.588889
rompon fonts du pouzin;44.761389;4.722222
villeneuve de berg les pommiers;44.573056;4.511944
lablachere centre;44.4635;4.2149
rosieres centre;44.484167;4.258056
lavilledieu za les persedes;44.5905;4.4421
saint didier sous aubenas centre;44.6075;4.415
le teil sablons;44.552222;4.685
balazuc rd579;44.5025;4.386667
alba la romaine ruines romaines;44.562774;4.595211
saint eloy les mines lycee;46.1596;2.8328
chateau renault la tannerie;47.590941;0.908118
chateau renault place jean jaures;47.592893;0.914995
saint amand longpre;47.692927;1.012508
monnaie jean baptiste moreau;47.502397;0.79079
auxon route nationale;48.109167;3.915556
goderville;49.646259;0.366647
romorantin lanthenay plaisance;47.338584;1.749621
vierzon bibliotheque;47.221479;2.062273
la rochelle porte dauphine;46.167595;-1.152368
aytre plage;46.127542;-1.128293
vitrolles aeroport marseille p;43.441197;5.237107
cierp gaud parc aventure;42.930348;0.650468
civray grand entrevin;46.993714;2.166034
castres gare routiere;43.603908;2.247289
montauban prax paris;44.017505;1.358185
caen;49.176545;-0.348262
bretteville   norrey;49.20317;-0.512107
audrieu;49.216097;-0.59646
bayeux;49.269619;-0.697474
le molay littry;49.249133;-0.881811
frenouville   cagny;49.141202;-0.260349
moult   argences;49.110855;-0.186102
mezidon   canon;49.070881;-0.075003
saint pierre sur dives;49.022649;-0.041495
lisieux;49.138292;0.231502
bernay;49.08703;0.595684
serquigny;49.107552;0.719342
le grand jardin;49.150322;0.227207
pont l eveque;49.287484;0.19115
trouville   deauville;49.360005;0.084167
dives   cabourg;49.286501;-0.107594
argentan;48.738468;-0.025712
surdon;48.664907;0.134131
sainte gauburge;48.71727;0.428102
l aigle;48.766687;0.620739
sees;48.599966;0.166408
alencon;48.433875;0.099043
cherbourg;49.633181;-1.620929
saint cyprien arenes;43.593751;1.416469
portet sur garonne rn 20;43.531119;1.406092
saint lo;49.116975;-1.099525
coutances;49.042806;-1.441265
lison;49.226941;-1.050771
carentan;49.301811;-1.242089
valognes;49.505454;-1.47986
folligny;48.829787;-1.407596
granville;48.838844;-1.586776
villedieu les poeles;48.834159;-1.225449
flers;48.744378;-0.57367
briouze;48.702003;-0.367439
vire;48.84636;-0.883165
avranches;48.690417;-1.369973
muret niel;43.460458;1.323981
muret mermoz;43.46354;1.32564
roques rn20;43.515134;1.375241
meymac bourg;45.535035;2.146824
vergoignan rn;43.717429;-0.197166
luppe violles rn;43.736742;-0.138241
lanne soubiran rn;43.747834;-0.11081
nogaro hopital;43.758069;-0.031865
saint jean poutge;43.72457;0.378108
manciet;43.800159;0.043495
demu;43.765041;0.167654
vic fezensac mairie;43.755737;0.303068
laissac greze;44.367687;2.851695
saint benoit la foret hopital;47.189078;0.290977
bruere allichamps mairie;46.768411;2.433195
moree centre;47.902185;1.234953
saint florent place de la gare;46.99219;2.252213
costaros;44.894412;3.849557
pradelles;44.769725;3.883214
bourges gare routiere;47.082812;2.386895
montgaillard;42.933611;1.634167
fontenay pont tranchefetu;48.3948;1.4133
rupt sur moselle pont de rupt;47.93451;6.651113
rupt sur moselle la roche;47.915738;6.666749
buzy rue d etain;49.171077;5.709978
etain centre;49.213443;5.635104
verdun la tour du champ;49.163989;5.399661
neufchateau lycee professionnel;48.360794;5.702226
forcalquier;43.9595;5.7807
chamonix aiguille du midi;45.91999;6.866895
fleurance gendarmerie;43.849;0.663
onet le chateau;44.362218;2.59706
saint sauvy;43.689879;0.826808
gimat;43.851156;0.941691
bourret;43.946655;1.150947
barbatre rond point de gois;46.908976;-2.159106
cerans foulletourte eglise;47.82765;0.07579
cholet les halles;47.058396;-0.879363
fontenay le comte pole sante;46.466832;-0.82586
guecelard belle etoile;47.9001;0.1585
la fontaine saint martin;47.791001;0.048336
la gueriniere rond point d europe;46.969739;-2.239189
la roche sur yon place de vendee;46.668931;-1.431448
le mans boulevard lefaucheux;47.978414;0.173097
le mans pontlieue;47.982497;0.210993
le mans viaduc;47.99265;0.203719
nantes pirmil;47.198033;-1.542416
sainte pazanne rue du vigneau;47.105625;-1.811841
st jean de monts odyssea cong ;46.781606;-2.06787
muret debat;43.445977;1.316986
saint lactencin;46.89778;1.492016
tauxigny node park;47.257156;0.840234
rennes;48.103071;-1.672131
vern;48.04683;-1.59656
bruz;48.028523;-1.751986
betton;48.181755;-1.634126
saint jacques de la lande;48.067385;-1.713905
l hermitage   mordelles;48.123163;-1.819232
montfort sur meu;48.138999;-1.948844
montauban de bretagne;48.19002;-2.052834
la brohiniere;48.213235;-2.110502
breteil;48.140539;-1.897039
laille;47.971166;-1.749366
guichen   bourg des comptes;47.9352;-1.760001
saint senoux   plechatel;47.89767;-1.766487
plechatel;47.871921;-1.776593
messac   guipry;47.82222;-1.818658
fougeray   langon;47.729865;-1.851315
besle;47.699199;-1.87028
masserac;47.674596;-1.91442
redon;47.651845;-2.088298
saint armel;48.014375;-1.594858
corps nuds;47.985616;-1.575467
janze;47.955257;-1.497644
le theil de bretagne;47.918744;-1.432214
retiers;47.91322;-1.389706
martigne ferchaud;47.831977;-1.313715
pontchaillou;48.118367;-1.691749
chevaigne;48.208898;-1.631153
vitre;48.122483;-1.212851
les lacs;48.109029;-1.321801
chateaubourg;48.106157;-1.405289
servon;48.112191;-1.466986
noyal   acigne;48.118886;-1.528194
fougeres;48.347865;-1.19135
thann centre;47.809959;7.101041
zu rhein;47.74351;7.31729
saint brieuc;48.507331;-2.766037
quedillac;48.248546;-2.145625
caulnes;48.284363;-2.1558
broons;48.333364;-2.23642
plenee jugon;48.376548;-2.354794
plestan;48.425894;-2.443264
lamballe;48.465923;-2.511489
yffiniac;48.470204;-2.652533
la meaugon;48.499692;-2.844135
plouvara   plerneuf;48.508559;-2.892234
chatelaudren   plouagat;48.533189;-2.974468
belle isle   begard;48.593562;-3.322903
plouaret tregor;48.606223;-3.46641
plounerin;48.581475;-3.568373
guingamp;48.555521;-3.143399
lannion;48.726956;-3.460663
landebia;48.507365;-2.331708
plancoet;48.52147;-2.228841
loudeac;48.180402;-2.763064
carhaix;48.275982;-3.563946
mousteru;48.507639;-3.243047
pont melvez;48.470078;-3.311585
plougonver;48.458125;-3.370903
callac;48.406311;-3.419613
le penity;48.364181;-3.476674
carnoet   locarn;48.340296;-3.490705
coat guegan;48.480438;-3.273716
les mais;48.426361;-3.382891
gourland;48.56097;-3.166805
tregonneau   squiffiec;48.624466;-3.174102
brelidy   plouec;48.669064;-3.196225
pontrieux halte;48.697959;-3.164583
pontrieux;48.705318;-3.1573
lancerf;48.761858;-3.117982
paimpol;48.776805;-3.046244
frynaudour;48.728158;-3.128609
brest;48.387693;-4.480094
dirinon;48.392597;-4.28559
pont de buis;48.254318;-4.086305
chateaulin;48.201082;-4.094851
quimper;47.994668;-4.092166
rosporden;47.960195;-3.832755
bannalec;47.926685;-3.706437
kerhuon;48.409599;-4.387976
la forest landerneau;48.426195;-4.307485
landerneau;48.453711;-4.256595
la roche maurice;48.47398;-4.205001
