nom;latitude;longitude
landivisiau;48.495618;-4.082698
guimiliau;48.484996;-3.998916
saint thegonnec;48.494092;-3.948448
pleyber christ;48.507591;-3.882852
morlaix;48.577986;-3.83276
concarneau;47.874025;-3.918047
plouigneau;48.564709;-3.710233
saint pol de leon;48.67681;-3.987578
roscoff;48.720683;-3.98308
lorient;47.755553;-3.36565
auray;47.680115;-2.999186
landaul   mendon;47.735889;-3.08616
landevant;47.759562;-3.125763
branderion;47.782323;-3.19509
hennebont;47.798933;-3.28565
les sables blancs;47.57532;-3.132576
gestel;47.80311;-3.443361
quimperle;47.869127;-3.553016
plouharnel   carnac;47.60415;-3.118488
penthievre;47.558251;-3.133212
kerhostin;47.536781;-3.13654
saint pierre quiberon;47.520932;-3.138966
quiberon;47.485528;-3.118167
pontivy;48.061538;-2.966039
vannes;47.665228;-2.75266
sainte anne;47.678466;-2.96039
questembert;47.683173;-2.449581
malansac;47.675429;-2.295743
severac;47.549754;-2.072738
saint gildas des bois;47.516403;-2.044048
dreffeac;47.481822;-2.050322
saint etienne les remiremont pont;48.009;6.6146
remilly place du 11 novembre;49.010775;6.39761
diebling maison forestiere;49.112022;6.933545
fenetrange mairie;48.84575;7.016967
romelfling rue de l europe;48.831943;7.020692
romelfing eglise;48.831804;7.024711
vatimont mairie;48.980013;6.464483
yutz saint vitus;49.35616;6.19203
welferding rue de france;49.112777;7.047472
merten republique;49.248988;6.667031
berthelming mairie;48.81635;7.006759
rehon poste;49.504214;5.754301
longwy route de metz;49.511948;5.762638
sarrebourg route de phalsbourg;48.73875;7.066387
sarrebourg lp messmer;48.737335;7.072717
sarrebourg mairie;48.732884;7.053491
saint germain sur ille;48.239116;-1.653465
saint medard sur ille;48.274483;-1.668103
montreuil sur ille;48.307283;-1.674476
dinge;48.350129;-1.685832
combourg;48.415982;-1.727535
bonnemain;48.47657;-1.765484
dol de bretagne;48.543755;-1.750245
la fresnais;48.593627;-1.843144
la gouesniere   cancale;48.614463;-1.90587
saint malo;48.646531;-2.004049
plerguer;48.531578;-1.850504
miniac;48.531535;-1.915025
pleudihen;48.499299;-1.961797
la hisse;48.49607;-2.003031
dinan;48.456973;-2.052982
corseul   languenan;48.496012;-2.141407
dinard;48.634444;-2.055
pontorson   mont saint michel;48.552447;-1.505067
laval;48.076318;-0.761146
montsurs;48.14122;-0.551668
neau;48.15745;-0.476546
evron;48.155465;-0.397186
voutre;48.134046;-0.292396
digoin lycee;46.477068;3.991903
le genest;48.096802;-0.885448
port brillet;48.11065;-0.974249
saint pierre la cour;48.113667;-1.025208
le guidon;46.378787;4.249622
concarneau port;47.873889;-3.917778
douarnenez office de tourisme;48.093333;-4.330556
nantes;47.217094;-1.541424
reze pont rousseau;47.193138;-1.549698
chantenay;47.196708;-1.595956
la basse indre   saint herblain;47.20428;-1.661051
thouare;47.265115;-1.440929
mauves sur loire;47.292806;-1.389279
le cellier;47.313099;-1.351163
boussay   la bruffiere;47.05058;-1.182797
oudon;47.343056;-1.291656
ancenis;47.369543;-1.177663
bouaye;47.138211;-1.681532
port saint pere   saint mars;47.116529;-1.739337
sainte pazanne;47.105079;-1.81431
saint hilaire de chaleons;47.10577;-1.865064
les moutiers en retz;47.061939;-2.00167
la bernerie en retz;47.083426;-2.034289
pornic;47.114527;-2.097659
machecoul;46.990524;-1.822709
challans;46.844604;-1.871834
vertou;47.185966;-1.477931
la haie fouassiere;47.161551;-1.392919
le pallet;47.144233;-1.347788
gorges;47.100149;-1.305878
clisson;47.08592;-1.28652
cugand;47.058292;-1.253394
montaigu;46.983745;-1.316478
la chapelle centre;47.297805;-1.547974
nort sur erdre;47.441808;-1.50343
abbaretz;47.554627;-1.52446
isse;47.626265;-1.451847
chateaubriant;47.717361;-1.371539
la croix de mean;47.300461;-2.19293
la baule les pins;47.283629;-2.364665
saint nazaire;47.286841;-2.211543
montoir de bretagne;47.320648;-2.162544
donges;47.315136;-2.074252
pornichet;47.270339;-2.343916
la baule escoublac;47.288673;-2.389126
le pouliguen;47.282453;-2.434129
batz sur mer;47.280907;-2.479407
le croisic;47.289738;-2.506908
coueron;47.222167;-1.724693
saint etienne de montluc;47.274729;-1.785793
cordemais;47.302018;-1.846174
savenay;47.358591;-1.951457
pontchateau;47.435298;-2.088334
angers saint laud;47.46436;-0.5568
angers maitre ecole;47.466909;-0.532553
le vieux briollay;47.573419;-0.482951
tierce;47.617919;-0.469231
etriche   chateauneuf;47.656807;-0.460646
morannes;47.738873;-0.418106
chalonnes;47.342907;-0.743584
chemille;47.217758;-0.73231
cholet;47.065935;-0.869877
savennieres   behuard;47.381406;-0.65479
la possonniere;47.371312;-0.691681
champtoce sur loire;47.410247;-0.868345
ingrandes;47.405942;-0.920528
varades   saint florent le vieil;47.374366;-1.01968
lamure sur azergues college;46.0521;4.4929
poule les echarmeaux mairie;46.148;4.4566
la rochelle;46.152703;-1.145288
l ile d elle;46.325164;-0.949199
vix;46.364094;-0.858874
angoulins sur mer;46.107897;-1.115619
chatelaillon;46.078568;-1.091198
saint laurent de la pree   fouras;45.993768;-1.028558
rochefort;45.947416;-0.963788
tonnay charente;45.943385;-0.897828
la jarrie;46.121488;-1.025928
aigrefeuille le thou;46.093484;-0.951283
surgeres;46.113422;-0.762124
mauze;46.199841;-0.673892
prin deyrancon;46.219018;-0.636458
niort;46.319333;-0.454433
fors;46.234613;-0.406706
marigny;46.199028;-0.428622
beauvoir sur niort;46.176703;-0.469154
prisse la charriere;46.152761;-0.493665
la creche;46.360426;-0.296268
saint maixent l ecole;46.406316;-0.201304
la mothe saint heray;46.380924;-0.12986
pamproux;46.399812;-0.051969
rouille;46.418802;0.041861
lusignan;46.435004;0.115767
benet riche bonne;46.373944;-0.582134
saint martin de fraigneau;46.435434;-0.737366
fontenay le comte pemu;46.460913;-0.793036
la roche sur yon;46.671915;-1.435842
l herbergement   les brouzils;46.906409;-1.371789
belleville vendee;46.788263;-1.434627
lucon;46.463723;-1.167426
nalliers centre;46.471783;-1.029673
la chaize le vicomte;46.676767;-1.283282
fougere;46.665189;-1.231948
bournezeau;46.651485;-1.178463
chantonnay;46.690124;-1.054537
la mothe achard;46.606878;-1.659301
olonne sur mer;46.548916;-1.767121
les sables d olonne;46.500144;-1.782004
saint gilles croix de vie;46.696375;-1.94134
torfou;47.033063;-1.117282
thouars;46.985064;-0.208736
noirterre;46.869832;-0.393906
bressuire;46.838144;-0.49639
le subdray lycee agricole;47.020213;2.300928
cerizay;46.817317;-0.667478
saint mesmin le vieux;46.790348;-0.732518
saumur;47.26895;-0.071519
brion pres thouet;47.048721;-0.184901
montreuil bellay;47.125772;-0.148292
vivy;47.327366;-0.057332
longue jumellles les 4 chemins;47.386722;-0.114263
bauge;47.541372;-0.101345
la bohalle;47.434249;-0.400186
les rosiers sur loire;47.361859;-0.219373
la menitre;47.397296;-0.275922
saint mathurin;47.411842;-0.317231
mouzeuil saint martin centre;46.464815;-0.981532
saintes;45.748886;-0.617356
bords;45.894578;-0.798681
saint savinien;45.875878;-0.677735
beillant;45.700661;-0.526205
pons;45.578129;-0.538845
jonzac;45.438628;-0.441694
montendre;45.280593;-0.396009
bussac;45.211922;-0.368037
saint mariens   saint yzan;45.139135;-0.391454
cavignac;45.105197;-0.382088
gauriaguet;45.054289;-0.399244
aubie   saint antoine;45.015556;-0.419681
saint andre de cubzac;44.99101;-0.440406
villeneuve la comtesse;46.098737;-0.513058
cubzac les ponts;44.972932;-0.459084
la grave d ambares;44.935657;-0.477012
sainte eulalie   carbon blanc;44.897889;-0.493886
loulay;46.043512;-0.501879
saint hilaire   brizambourg;45.850174;-0.534758
saint jean d angely;45.940759;-0.510006
cognac;45.684462;-0.326163
jarnac;45.671297;-0.177912
chateauneuf sur charente;45.599985;-0.050208
royan;45.625523;-1.017193
saujon;45.667049;-0.930574
chantenay saint imbert bourg;46.733098;3.183146
gallieni canceropole;43.572414;1.419924
decize cafe bel air;46.82826;3.480247
decize ville;46.828685;3.462038
imphy grand vernay;46.912;3.2785
imphy square lamartine;46.9262;3.2647
luzy;46.794224;3.969413
nevers le mouesse anpe;46.987177;3.161602
saint ouen arret cars;46.884638;3.304486
saint ouen le port des bois;46.8959;3.2948
sougy sur loire bif;46.848848;3.389704
saint leger des vignes faubourg les valettes;46.8392;3.4517
tannay place de l eglise;47.367;3.5914
l habitarelle;44.640567;3.675259
longeville sur mogne mairie;48.1488;4.0597
la bresse rue paul claudel;48.0066;6.8795
peyruis peage;44.027242;5.937107
beard bourg;46.863155;3.326727
mulhouse tour nessel;47.745054;7.328604
daguerre;47.742545;7.324362
mulhouse gare centrale;47.742691;7.34316
mulhouse mairie;47.749294;7.335492
mulhouse porte haute;47.74662;7.331872
porte jeune;47.749576;7.340188
mulhouse republique;47.746062;7.34132
saint mihiel;48.8887;5.54194
pierrefitte sur aire;48.8995;5.3294
bort les orgues ville;45.3993;2.4993
mulhouse dornach tram train;47.74639;7.30928
mulhouse musees;47.75013;7.29865
lutterbach tram train;47.75814;7.27664
aubenas gare routiere;44.61095;4.407164
la chapelle glain;47.619691;-1.190361
aix en provence gare routiere;43.523333;5.43997
orleans;47.907891;1.904242
les aubrais;47.926801;1.906629
cercottes;47.98615;1.884776
chevilly;48.026672;1.879113
artenay;48.081173;1.883486
chateau gaillard;48.14169;1.912815
toury;48.192918;1.939665
boisseaux;48.256499;1.973095
angerville;48.310555;2.003114
saint cyr en val;47.819215;1.947581
la ferte saint aubin;47.720944;1.93217
lamotte beuvron;47.593455;2.022434
nouan le fuzelier;47.533776;2.033103
salbris;47.424817;2.047657
theillay;47.314011;2.044346
la chapelle saint mesmin;47.892935;1.826981
monnerville;48.348356;2.03224
guillerval;48.374438;2.059851
etampes;48.436994;2.159452
dourdan;48.533473;2.009697
auneau;48.445447;1.779761
voves;48.27505;1.622042
bonneval;48.1863;1.386131
chateaudun;48.073529;1.338434
paris austerlitz;48.840496;2.367079
ribeauville gare routiere;48.19223;7.325821
les vans centre;44.405278;4.128889
joyeuse;44.479722;4.242778
thoiry mairie;46.236111;5.980278
valence gare routiere;44.927222;4.892222
montelimar gare routiere;44.559444;4.745278
saint genis pouilly porte de france;46.240849;6.029241
gex vertes campagnes;46.326389;6.055278
nevers le banlay;47.006952;3.163321
aulnat aeroport;45.792033;3.161521
halte de fontanil   lycee de drap;43.76424;7.339349
lentilly charpenay;45.816525;4.682503
moulet marcenat;45.8807;2.999
tours;47.389429;0.693928
vendome   villiers sur loir;47.822095;1.021112
saint pierre des corps;47.385639;0.723696
montlouis;47.391564;0.817476
montbazon;47.291629;0.721005
veigne;47.291227;0.73488
esvres sur indre;47.284535;0.781977
cormery;47.26263;0.834953
courcay   tauxigny;47.237613;0.867603
reignac;47.21787;0.901533
chambourg;47.182215;0.964949
loches;47.130464;1.000467
perrusson;47.09947;1.013618
la membrolle sur choisille;47.431335;0.640737
saint antoine du rocher;47.503699;0.616347
neuille pont pierre;47.557898;0.564769
saint paterne;47.603993;0.478455
ballan;47.336808;0.6184
druye;47.306766;0.535525
azay le rideau;47.26645;0.447572
rivarennes;47.267588;0.361683
chinon;47.162952;0.251866
port boulet;47.248836;0.155648
la chapelle sur loire;47.251227;0.218481
saint patrice;47.285659;0.309645
langeais;47.324058;0.410104
cinq mars la pile;47.345112;0.459387
savonnieres;47.36058;0.544182
saint genouph;47.371083;0.597759
joue les tours;47.354174;0.667559
blois   chambord;47.585449;1.323759
chaingy fourneaux plage;47.877178;1.782365
saint ay;47.863162;1.750163
meung sur loire;47.829954;1.691921
baule;47.811886;1.668274
beaugency;47.778404;1.625944
mer;47.705894;1.506363
suevres;47.680225;1.454098
menars;47.644928;1.405653
la chaussee saint victor;47.612517;1.353372
chouzy;47.52024;1.247246
onzain   chaumont sur loire;47.492;1.18595
veuves   monteaux;47.475555;1.123819
limeray;47.450336;1.04987
amboise;47.421469;0.981267
noizay;47.409839;0.896075
veretz   montlouis;47.371386;0.819672
azay sur cher;47.365235;0.859876
saint martin le beau;47.355191;0.906004
blere   la croix;47.337906;0.987603
chenonceaux;47.330631;1.065446
cloyes;47.992254;1.243403
freteval   moree;47.891842;1.211921
pezou;47.867153;1.140958
vendome;47.801959;1.068219
saint amand de vendome;47.692972;1.011978
chateau renault;47.587796;0.901524
monnaie;47.498981;0.79333
notre dame d oe;47.459567;0.707025
chissay en touraine;47.334852;1.133761
montrichard;47.343572;1.171782
saint aignan   noyers;47.286724;1.383626
poitiers;46.582311;0.332758
monts;47.281571;0.654474
villeperdue;47.202075;0.633613
sainte maure   noyant;47.110958;0.577219
maille;47.05327;0.582929
port de piles;47.01026;0.598918
les ormes;46.971812;0.607981
dange saint romain;46.937815;0.608785
ingrandes sur vienne;46.874826;0.569523
chatellerault;46.818667;0.54959
nerpuy;46.783664;0.525885
naintre les barres;46.759524;0.496071
la tricherie;46.728668;0.440468
dissay;46.703735;0.421133
jaunay clan;46.682078;0.38179
chasseneuil du poitou;46.651801;0.372821
liguge;46.520365;0.333302
vivonne;46.426587;0.265407
anche   voulon;46.349671;0.250266
epanvilliers;46.226887;0.235907
saint saviol;46.147163;0.217892
montmorillon;46.417338;0.873765
lathus;46.338737;0.964176
mignaloux   nouaille;46.526208;0.411724
lussac les chateaux;46.405194;0.719005
vierzon;47.226739;2.059982
romorantin blanc argent;47.355562;1.739209
la ferte imbault;47.383743;1.957994
vierzon forges;47.20994;2.099125
foecy;47.175691;2.162506
mehun sur yevre;47.139441;2.207134
marmagne;47.100074;2.282611
selles saint denis;47.388383;1.922242
loreux;47.390251;1.834408
villeherviers;47.369401;1.797256
faubourg d orleans;47.366892;1.740131
les quatre roues;47.332406;1.702472
pruniers;47.313153;1.672261
bourges;47.094129;2.394236
valencay;47.163148;1.558421
chabris;47.255143;1.646171
varennes sur fouzon;47.21441;1.614523
saint florent sur cher;46.992107;2.252491
lunery;46.935164;2.27509
chateauneuf sur cher;46.856682;2.310173
bigny;46.801441;2.368816
saint amand montrond   orval;46.726508;2.485989
urcay;46.62933;2.586642
la gauterie;47.139816;1.491577
lucay le male;47.132901;1.436075
saint germain du puy;47.096554;2.484833
avord;47.034874;2.652335
bengy;47.000438;2.749149
nerondes;46.99969;2.82217
la guerche sur l aubois;46.947626;2.948549
thenioux;47.255524;1.929785
chatres sur cher;47.264677;1.905763
mennetou sur cher;47.268938;1.876461
langon sur cher;47.284959;1.825314
selles sur cher;47.281511;1.546045
gievres;47.27878;1.667814
villefranche sur cher;47.29478;1.768056
iteuil;46.484201;0.316943
bayard route eurville;48.553813;5.076853
arenc euromediterranee;43.312874;5.367789
bordeaux saint jean;44.825823;-0.556012
ludon;44.974241;-0.611832
macau;45.00419;-0.619867
margaux;45.035848;-0.685498
moulis   listrac;45.084021;-0.74471
pauillac;45.203595;-0.755633
lesparre;45.303711;-0.945715
soulac sur mer;45.507536;-1.117038
le verdon;45.54906;-1.066117
cauderan merignac;44.842958;-0.627539
cenon;44.856287;-0.533641
parempuyre;44.943807;-0.61954
blanquefort;44.917614;-0.623547
bruges;44.885898;-0.608899
pessac;44.804735;-0.630886
pessac alouette;44.793304;-0.659859
begles;44.799446;-0.555223
villenave d ornon;44.768708;-0.547448
bassens;44.901287;-0.522427
boe;44.177609;0.635013
sainte mere;44.003056;0.669167
gazinet   cestas;44.772201;-0.69914
marcheprime;44.690414;-0.853774
biganos facture;44.637309;-0.965981
ychoux;44.329326;-0.946004
labouheyre;44.21063;-0.921301
le teich;44.632414;-1.025834
gujan mestras;44.640514;-1.069345
la hume;44.63997;-1.116294
la teste;44.637186;-1.14295
arcachon;44.658809;-1.165392
cadaujac;44.75209;-0.53782
saint medard d eyrans;44.715947;-0.504626
beautiran;44.701394;-0.450903
portets;44.693073;-0.425705
arbanats;44.674429;-0.395631
podensac;44.648869;-0.35892
cerons;44.632358;-0.340818
barsac;44.604137;-0.320606
preignac;44.578312;-0.302197
langon;44.555734;-0.25585
saint macaire;44.568581;-0.227113
saint pierre d aurillac;44.575319;-0.187107
caudrot;44.580453;-0.144687
gironde;44.583342;-0.092465
la reole;44.579841;-0.03037
lamothe landerron;44.562844;0.045164
angouleme;45.653941;0.164531
la couronne charente;45.604785;0.101235
montmoreau;45.398288;0.13801
chalais;45.270681;0.043392
luxe;45.887217;0.109159
ruffec;46.030542;0.190153
libourne;44.915797;-0.236035
saint emilion;44.881257;-0.159463
castillon;44.857155;-0.040694
lamothe montravel;44.853877;0.021473
velines;44.851929;0.103694
sainte foy la grande;44.836791;0.221518
saint antoine de breuilh;44.846732;0.151805
gardonne;44.834663;0.331832
lamonzie saint martin;44.843423;0.380318
bergerac;44.857276;0.488766
lalinde;44.839648;0.742724
mauzac;44.855819;0.789932
tremolat;44.862443;0.830237
saint denis de pile;44.978539;-0.198068
coutras;45.036679;-0.131409
les eglisottes;45.094338;-0.043629
saint aigulin   la roche chalais;45.157375;-0.01927
saint medard de guizieres;45.015556;-0.048832
saint seurin sur l isle;45.011419;-0.00191
vayres;44.8966;-0.31615
saint sulpice   izon;44.914303;-0.392252
saint loubes;44.922386;-0.433128
la gorp;44.92873;-0.496812
agen;44.208438;0.620701
port sainte marie;44.250438;0.390506
lectoure;43.931311;0.615682
le ramier;43.886389;0.648889
layrac;44.132927;0.660435
goulens;44.0975;0.655
astaffort;44.066944;0.651155
fleurance allee aristide briand;43.85247;0.656725
montestruc sur gers;43.793292;0.629399
sainte christie;43.754884;0.631939
rambert preignan;43.711111;0.621389
laroque;44.287609;0.749753
penne;44.380009;0.80301
monsempron libos;44.486384;0.941214
sainte bazeille;44.532312;0.093211
sauveterre la lemance;44.589371;1.011687
marmande;44.503204;0.167985
tonneins;44.392916;0.314181
aiguillon;44.298726;0.335174
ragegat;43.965368;0.663654
gannat lycee eiffel;46.086182;3.197861
gannat lycee ste procule;46.099225;3.19001
la ville gozet square h  duna;46.3479;2.5936
le puy en velay hopital e roux;45.049219;3.8772
les ancizes st georges bourg;45.924694;2.810416
les ancizes st georges usine;45.921765;2.810006
reugny rue de la bascul;46.4628;2.6154
saint georges de mons r ecoles;45.937555;2.840699
nice pont michel;43.722273;7.291478
haluchere   batignolles;47.24916;-1.522598
babiniere;47.258918;-1.545339
erdre active;47.282985;-1.544652
la chapelle   aulnay;47.308692;-1.541337
chateaubriant tram train;47.717192;-1.371359
suce sur erdre;47.343135;-1.529987
limoges benedictins;45.837218;1.269008
limoges montjovis;45.838614;1.251556
les bardys;45.904577;1.377277
saint priest taurion;45.887148;1.40043
brignac;45.863582;1.440629
saint leonard de noblat;45.831963;1.481348
saint denis des murs;45.788403;1.551737
chateauneuf   bujaleuf;45.759422;1.645311
eymoutiers vassiviere;45.739628;1.740241
lacelle correze;45.641327;1.826414
bugeat;45.600469;1.924538
perols sur vezere;45.584654;1.977644
solignac   le vigen;45.757101;1.283932
pierre buffiere;45.699642;1.347072
magnac   vicq;45.628824;1.443965
saint germain les belles;45.60982;1.479817
la porcherie;45.574573;1.537457
ambazac;45.952697;1.406333
la jonchere;45.994065;1.479622
saint sulpice lauriere;46.046792;1.475898
bersac;46.083775;1.432161
fromental;46.171519;1.432474
la souterraine;46.240628;1.491709
nieul;45.927721;1.172177
peyrilhac   saint jouvent;45.959826;1.170247
nantiat;46.005889;1.155987
bellac;46.125558;1.046332
saint sebastien;46.385992;1.546697
la coquille;45.540766;0.974222
le dorat;46.210309;1.079761
l aiguille;45.778399;1.204983
aixe sur vienne;45.796008;1.146858
saint victurnien;45.87663;1.008688
saint brice sur vienne;45.878142;0.952351
saint junien;45.881389;0.900366
saillat   chassenon;45.869632;0.811754
nexon;45.691636;1.178005
lafarge;45.633891;1.130809
bussiere galant;45.607593;1.026073
la meyze;45.621045;1.212354
saint yrieix;45.519274;1.205609
brive la gaillarde;45.152623;1.528141
jassonneix;45.543533;2.139626
ussel;45.557453;2.314317
correze;45.329342;1.880386
montaignac;45.354597;1.979536
egletons;45.402317;2.065149
uzerche;45.440682;1.570434
vigeois;45.382984;1.515493
allassac;45.259288;1.472985
meymac;45.53008;2.163953
gignac   cressensac;45.014742;1.483256
souillac;44.902337;1.46524
condat   le lardin;45.126711;1.226649
terrasson;45.135805;1.300453
la riviere de mansac;45.139831;1.365169
aubazines   saint hilaire;45.181771;1.641728
cornil;45.215283;1.697421
tulle;45.258571;1.756297
turenne;45.037968;1.600735
les quatre routes;44.997027;1.644499
saint denis pres martel;44.94579;1.666284
varetz;45.191072;1.447353
le burg;45.215647;1.42985
saint aulaire;45.248732;1.398714
objat;45.265245;1.406876
vayrac;44.95014;1.706299
betaille;44.942537;1.734529
puybrun;44.921714;1.784031
bretenoux   biars;44.92756;1.844203
laval de cere;44.95111;1.931812
masseret;45.536362;1.541683
perigueux;45.18717;0.707183
thiviers;45.419011;0.920994
negrondes;45.346126;0.861264
agonac;45.286491;0.748566
chateau l eveque;45.244712;0.688452
marsac dordogne;45.185959;0.662456
razac;45.165899;0.599219
saint astier;45.138914;0.522893
saint leon sur l isle;45.123143;0.491975
neuvic;45.100004;0.445141
mussidan;45.034591;0.353858
montpon menesterol;45.006212;0.159448
niversac;45.138263;0.808295
saint pierre de chignac;45.123486;0.856104
thenon;45.160072;1.068892
les versannes;45.088662;0.857217
les eyzies;44.941078;1.008277
le bugue;44.905966;0.942588
le buisson;44.847;0.908021
siorac en perigord;44.819574;0.983677
saint cyprien;44.863471;1.044105
sarlat;44.876948;1.220252
belves;44.777311;1.011869
villefranche du perigord;44.62698;1.049215
la walck monument aux morts;48.848123;7.611428
chateauroux;46.809461;1.699515
reuilly;47.08586;2.047406
diou;47.04297;2.033525
sainte lizaigne;47.00242;2.029933
issoudun;46.948634;1.985561
neuvy pailloux;46.882666;1.862647
luant;46.735805;1.590147
lothiers;46.694951;1.563122
chabenet;46.626566;1.507702
argenton sur creuse;46.592311;1.518528
eguzon;46.440711;1.552186
villedieu chambon;46.842853;1.540383
buzancais;46.884866;1.418419
clion;46.945204;1.238729
gueret;46.174108;1.879392
marsac;46.094;1.586327
vieilleville;46.090781;1.673329
montaigut;46.136851;1.734774
busseau sur creuse;46.123094;2.023114
parsac   gouzon;46.198312;2.174196
lavaufranche;46.321408;2.270344
lavaveix les mines;46.079579;2.08903
aubusson;45.959669;2.161723
felletin;45.886508;2.169466
le locle col des roches;47.049786;6.726125
limoux   flassian;43.068515;2.21852
nevers petit canal;46.989408;3.187316
toulouse matabiau;43.611437;1.454237
muret;43.464793;1.324193
le fauga;43.404456;1.282481
longages   noe;43.35635;1.251921
carbonne;43.298377;1.212407
cazeres;43.212903;1.082776
martres tolosane;43.196146;1.016564
boussens;43.179645;0.972186
saint martory;43.138407;0.933634
saint gaudens;43.104964;0.729267
montrejeau   gourdan polignan;43.078057;0.573546
labroquere moulin;43.035796;0.593307
loures barousse;43.020939;0.609979
marignac;42.915633;0.6516
lege pont;42.875556;0.613333
cier de luchon castera;42.852815;0.603076
bagneres de luchon;42.797352;0.596313
montauban ville bourbon;44.014178;1.341135
saint agne;43.579609;1.450236
varilhes;43.041396;1.628293
pamiers;43.116213;1.619715
le vernet d ariege;43.189483;1.611697
saverdun;43.239429;1.570419
cintegabelle;43.305373;1.520503
auterive;43.348842;1.468635
venerque   le vernet;43.433446;1.425874
portet saint simon;43.527932;1.389056
lacourtensourt;43.66384;1.41391
lavilledieu;44.035455;1.214574
colomiers;43.603269;1.334112
larrazet;43.931944;1.082778
latour de carol   enveitg;42.458954;1.904509
porte puymorens;42.538978;1.824791
andorre l hospitalet;42.589453;1.800264
ax les thermes;42.725032;1.833663
luzenac   garanou;42.764452;1.753165
vebre;42.773917;1.719224
les cabannes;42.786511;1.686342
ussat les bains;42.823415;1.620364
saint paul   saint antoine;42.919372;1.64073
foix;42.969656;1.606985
saint jean de verges;43.01247;1.608073
saint jory;43.738202;1.371433
castelnau d estretefonds;43.786053;1.341672
grisolles;43.826992;1.302294
dieupentale;43.865261;1.276012
montbartier;43.924133;1.264573
escalquens;43.517109;1.54223
antignac village;42.825917;0.600018
baziege;43.453413;1.620789
saint girons;42.988292;1.139612
auch;43.647304;0.596896
aubiet;43.650157;0.789201
gimont cahuzac;43.633188;0.867595
l isle jourdain;43.617333;1.089728
merenvielle;43.636636;1.150781
brax   leguevin;43.615096;1.236108
pibrac;43.621513;1.289154
montrabe;43.645119;1.524067
lamagistere;44.126716;0.825485
valence d agen;44.111764;0.891674
moissac;44.10253;1.0774
castelsarrasin;44.04022;1.114501
colomiers lycee international;43.616433;1.313929
lardenne;43.596534;1.38399
guran artigueplan;42.884735;0.616472
labege innopole;43.5481;1.512105
montaudran;43.573691;1.480201
labege village;43.530796;1.532388
seilhan le bazert;43.060332;0.591127
cahors;44.449157;1.433249
rocamadour   padirac;44.817916;1.65745
gramat;44.773116;1.723047
assier;44.674547;1.869628
figeac;44.603285;2.037136
capdenac;44.578962;2.077087
gourdon;44.741811;1.389553
degagnac;44.653503;1.340156
aubin;44.52729;2.239021
cransac;44.522966;2.271167
saint christophe;44.464913;2.407278
lalbenque   fontanes;44.333637;1.511724
caussade;44.162312;1.533458
rodez;44.36277;2.580388
najac;44.222494;1.976571
laguepie;44.145547;1.968882
lexos;44.142225;1.885124
bagnac;44.665158;2.160744
viviez   decazeville;44.555558;2.218426
cordes   vindrac;44.067189;1.900229
salles courbaties;44.47555;2.079025
villefranche de rouergue;44.34727;2.036193
albi ville;43.92221;2.137253
villefranche de lauragais;43.39861;1.714335
castelnaudary;43.312063;1.950096
bram;43.243834;2.119825
lezignan corbieres;43.199868;2.76959
couffoulens   leuc;43.155177;2.316935
verzeille;43.130424;2.321231
pomas;43.112176;2.288391
limoux;43.056477;2.223005
alet les bains;42.997218;2.251854
albi madeleine;43.938191;2.140799
couiza   montazels;42.942604;2.248336
esperaza;42.93582;2.218031
tessonnieres;43.928397;1.937421
gaillac;43.906111;1.894725
quillan;42.87359;2.181565
carcassonne;43.218165;2.35243
lisle sur tarn;43.856207;1.80785
rabastens   coufouleux;43.819497;1.730767
saint sulpice;43.775412;1.681037
roqueseriere   buzet;43.750652;1.618242
montastruc la conseillere;43.716002;1.597897
gragnague;43.695802;1.56757
marssac sur tarn;43.915111;2.026766
castres;43.599164;2.231222
lavaur;43.703625;1.812967
damiatte   saint paul;43.656227;1.974313
vielmur sur agout;43.624101;2.089438
labruguiere;43.54257;2.259454
mazamet;43.497982;2.374696
carmaux;44.048606;2.151988
tanus;44.100262;2.314828
naucelle;44.185513;2.363373
baraqueville;44.270244;2.427264
luc primaube;44.291397;2.554476
avignonet;43.363831;1.787714
pins justaret;43.479095;1.399813
montlaur;43.475106;1.577952
villenouvelle;43.433306;1.660556
mercus garrabet;42.877103;1.627215
bagiry pont de galie;42.990028;0.624982
salechan d825;42.962996;0.631697
mazeres sur salat;43.133056;0.973889
salies du salat;43.099062;0.958761
mane;43.081667;0.951944
his;43.065485;0.969498
castagnede;43.055;0.979167
lacave;43.039393;0.994171
prat bonrepaux;43.031158;1.019665
caumont;43.029444;1.085
saint lizier;43.000812;1.131946
lorp;43.009444;1.119167
roquefort sur garonne;43.162984;0.974555
montgenevre gare routiere;44.930233;6.720693
la barasse;43.286049;5.483977
lemberg mairie;49.005708;7.378757
cremanvillers route de remiremont;48.02044;6.711016
koenigsmacker centre;49.396417;6.27991
sierck les bains place morbach;49.441533;6.357538
apach eglise;49.459995;6.374217
les islettes centre;49.109332;5.003103
clermont en argonne centre;49.105285;5.069852
suippes camp;49.12219;4.54473
sainte menehould mediatheque;49.092447;4.898082
minversheim rue principale;48.784366;7.620869
alteckendorf eckendorf;48.789785;7.601602
alteckendorf mairie;48.792818;7.594688
alteckendorf altdorf;48.794562;7.589267
ettendorf place de l ecole;48.813093;7.583792
ettendorf  rue du pont;48.812236;7.58117
suippes garage;49.129588;4.527419
selestat  schweisguth;48.261409;7.450064
